Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,20-Oct-24,Trash Pandas Garbage Legacy,3,Roughnecks Mobile Infantry,3,Division 7,Division 7,REG
,20-Oct-24,Bandits,5,LKI,0,Division 7B,Division 7B,REG
,20-Oct-24,Puccaneers,4,BLU Bombers,4,Division 8A,Division 8A,REG
,20-Oct-24,Los Tigres,3,Hampton West Hockey Club,6,Division 8A,Division 8A,REG
,20-Oct-24,Mother Cluckers,1,Golden Gobies,1,Division 8B,Division 8A,REG
,20-Oct-24,Scrooge McPuck,2,Iced Awesome,9,Division 8B,Division 8A,REG
,20-Oct-24,Seals Lower,5,Fluffy Bunnies,3,Division 8B,Division 8B,REG
,20-Oct-24,Sockeyes,5,Arctic Foxes,2,Division 8B,Division 8C,REG
,21-Oct-24,Skeletons,2,Dead Rabbits,2,Division 5,Division 5,REG
,21-Oct-24,Mighty Boosh,3,Blades,2,Division 6C,Division 6C,REG
,21-Oct-24,Seals 6A,1,Stingers,5,Division 6,Division 6,REG
,21-Oct-24,Icemen,4,PussyCats,5,Division 6,Division 6,REG
,21-Oct-24,Reapers,0,Piranhas,2,Division 5D,Division 5D,REG
,21-Oct-24,Bullets,3,Renegades,5,Division 5B,Division 5B,REG
,21-Oct-24,Monarchs 5D,2,Jokres,2,Division 5D,Division 5D,REG
,21-Oct-24,Dirty Couch Hockey Club,3,Fossils,0,Division 5D,Division 5D,REG
,21-Oct-24,Roughnecks - Game Theory,2,Highlanders,2,Division 5,Division 5,REG
,21-Oct-24,Honey Badgers,6,Hackers,3,Division 6B,Division 6B,REG
,21-Oct-24,Squids,4,Midnight Twist,3,Division 6,Division 6,REG
,21-Oct-24,LLUA,2,Seagulls,2,Division 4C,Division 5A,REG
,21-Oct-24,Alpuckas,6,Dumb Pucks,5,Division 6,Division 6,REG
,21-Oct-24,Roughnecks,0,Rainier Reindeer HC-6A,7,Division 6B,Division 6,REG
,22-Oct-24,Lumberjacks,3,Black Katz,3,Division 5C,Division 5C,REG
,22-Oct-24,40+ Advanced Orange,4,40+ Advanced Green,8,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,22-Oct-24,Coconut Corgis,7,Wolves,4,Division 4B,Division 4C,REG
,22-Oct-24,Grey Dust Bunnies,2,Black Sheesh,2,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,22-Oct-24,Schilling Cider,3,Moose Knuckle,6,Division 4B,Division 4C,REG
,22-Oct-24,40+ Advanced Red,4,40+ Advanced White,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,22-Oct-24,White Yetis,4,Red Hots,1,Women's Division Fall 2024,Women''s Division Fall 2024,REG
,22-Oct-24,BSOD,1,Trash Pandas 5C,2,Division 5C,Division 5C,REG
,22-Oct-24,Dumpster Fire,2,Yetis,4,Division 5C,Division 5C,REG
,22-Oct-24,Blue Footed Bloobies,0,Pineapple Express,6,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,22-Oct-24,40+ Advanced Gray,5,40+ Advanced Black,6,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,23-Oct-24,Gamblers,2,Kokanees,4,Division 5B,Division 5B,REG
,23-Oct-24,Sabercats,5,Puckbuddies,6,Division 3B,Division 3,REG
,23-Oct-24,Maple Bars,8,Kraken Up,5,Division 4B,Division 4C,REG
,23-Oct-24,40+ Yellow,2,40+ Orange,4,40+ Fall 2024,40+ Fall 2024,REG
,23-Oct-24,DevilFish,4,Not Sure 5B,1,Division 5,Division 5B,REG
,23-Oct-24,Breakers,5,Sasquatch,5,Division 4,Division 3B,REG
,23-Oct-24,40+ Grey,2,40+ Navy,3,40+ Fall 2024,40+ Fall 2024,REG
,23-Oct-24,Edible Arrangements,4,Greasy Weasels,1,Division 4C,Division 4B,REG
,23-Oct-24,40+ White,6,40+ Red,3,40+ Fall 2024,40+ Fall 2024,REG
,23-Oct-24,Skateful Dead,2,Steelhead,6,Division 4,Division 4B,REG
,23-Oct-24,40+ Sky Blue,3,40+ Royal,5,40+ Fall 2024,40+ Fall 2024,REG
,24-Oct-24,Bombers,6,Booze Hounds,2,Division 3B,Division 3,REG
,24-Oct-24,Goal Diggers,4,Chinooks,6,Division 4A,Division 4,REG
,24-Oct-24,Puget Sound Pigeons,,Hosers,,Division 3A,Division 4A,
,24-Oct-24,The Herd,11,Mighty Mallards,2,Division 3B,Division 4A,REG
,24-Oct-24,MMHC,8,Shockers,2,Division 3,Division 3B,REG
,24-Oct-24,Ice-O-Topes,2,Hooligans,3,Division 5B,Division 5B,REG
,24-Oct-24,Chiefs,7,Rhinos,2,Division 3,Division 3,REG
,24-Oct-24,Growlers,3,Night Owls,1,Division 4,Division 4B,REG
,26-Oct-24,Seattle Dogs,7,Roughnecks Mobile Infantry,2,Division 7A,Division 7A,REG
,27-Oct-24,Los Tigres,4,Puccaneers,3,Division 8A,Division 8A,REG
,27-Oct-24,BLU Bombers,9,Mother Cluckers,4,Division 8A,Division 8B,REG
,27-Oct-24,Hampton West Hockey Club,5,Golden Gobies,1,Division 8A,Division 8A,REG
,27-Oct-24,Monarchs 6B,3,Greenhorns,3,Division 6B,Division 6B,REG
,27-Oct-24,Mighty Boosh,2,What's Kraken?,8,Division 6C,Division 6B,REG
,27-Oct-24,Trash Pandas 6 Landis,4,Blades,11,Division 6C,Division 6C,REG
,27-Oct-24,Fighting Mongooses,5,Bandits,3,Division 7B,Division 7B,REG
,27-Oct-24,Iced Awesome,4,Fluffy Bunnies,2,Division 8A,Division 8B,REG
,27-Oct-24,Arctic Foxes,0,Seals Lower,5,Division 8C,Division 8B,REG
,27-Oct-24,Fighting Clams,4,Spittin' Llamas,6,Division 8C,Division 8C,REG
,27-Oct-24,Raiders,6,Mudflaps,3,Division 6C,Division 6C,REG
,27-Oct-24,Seattle Freeze,1,Coyotes,3,Division 7A,Division 7A,REG
,27-Oct-24,Royal Pains,3,Not Sure 7B,2,Division 7B,Division 7B,REG
,27-Oct-24,Div 10 Sky Blue,0,The Quacken,4,Division 10,Division 9B,REG
,27-Oct-24,Spicy Kittens,1,SEA Cucumbers,2,Division 9B,Division 9B,REG
,27-Oct-24,Mid-Ice Crisis,2,Blackouts,6,Division 9B,Division 9A,REG
,27-Oct-24,Cascadians HC,2,LKI,1,Division 7B,Division 7B,REG
,27-Oct-24,Seal Team Sticks,1,Rainiers,4,Division 9A,Division 9A,REG
,27-Oct-24,Hungry Hatchlings,6,Yacht Flippers,5,Division 8C,Division 8C,REG
,27-Oct-24,Beer Dragons,2,Post Busters,3,Division 10,Division 10,REG
,27-Oct-24,Scrooge McPuck,2,Sockeyes,9,Division 8B,Division 8B,REG
,27-Oct-24,Purple Reign,6,Blackbirds,1,Division 9B,Division 9B,REG
,27-Oct-24,Rainier Reindeers HC-8,1,Toe Dragons,1,Division 8C,Division 8C,REG
,27-Oct-24,Khaos,2,Orcas,6,Division 9A,Division 8C,REG
,28-Oct-24,Squids,5,Icemen,4,Division 6,Division 6,REG
,28-Oct-24,Stingers,5,Roughnecks,1,Division 6,Division 6B,REG
,28-Oct-24,Rainier Reindeer HC-6A,1,Honey Badgers,3,Division 6,Division 6B,REG
,28-Oct-24,Alpuckas,3,Midnight Twist,5,Division 6,Division 6,REG
,28-Oct-24,Dumb Pucks,8,Hackers,4,Division 6,Division 6B,REG
,28-Oct-24,Not Sure 5B,5,Bullets,3,Division 5B,Division 5B,REG
,28-Oct-24,Ice-O-Topes,1,Renegades,2,Division 5B,Division 5B,REG
,28-Oct-24,Piranhas,5,Jokres,2,Division 5D,Division 5D,REG
,28-Oct-24,Flying Monkeys,1,Real Bacon,5,Division 6B,Division 6B,REG
,28-Oct-24,Reapers,6,Dirty Couch Hockey Club,1,Division 5D,Division 5D,REG
,28-Oct-24,Seals 6A,6,PussyCats,1,Division 6,Division 6,REG
,29-Oct-24,40+ Advanced Orange,3,40+ Advanced Gray,1,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,29-Oct-24,White Yetis,2,Grey Dust Bunnies,1,Women's Division Fall 2024,Women''s Division Fall 2024,REG
,29-Oct-24,40+ Advanced Black,3,40+ Advanced Red,0,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,29-Oct-24,Red Hots,8,Pineapple Express,3,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,29-Oct-24,Monarchs 5D,2,Fossils,4,Division 5D,Division 5D,REG
,29-Oct-24,Growlers,4,Breakers,2,Division 4,Division 4,REG
,29-Oct-24,Kraken Up,9,Seagulls,4,Division 4C,Division 5A,REG
,29-Oct-24,Mighty Mallards,1,Puget Sound Pigeons,7,Division 4A,Division 3A,REG
,29-Oct-24,Goal Diggers,0,Hosers,3,Division 4A,Division 4A,REG
,29-Oct-24,40+ Advanced Green,2,40+ Advanced White,6,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,29-Oct-24,Blue Footed Bloobies,9,Black Sheesh,2,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,29-Oct-24,Schilling Cider,5,LLUA,2,Division 4B,Division 4C,REG
,29-Oct-24,Booze Hounds,7,Sabercats,1,Division 3,Division 3B,REG
,29-Oct-24,Shockers,2,The Herd,9,Division 3B,Division 3B,REG
,30-Oct-24,Pheasants,4,Mavericks,4,Division 2,Division 2,REG
,30-Oct-24,40+ Sky Blue,4,40+ Orange,1,40+ Fall 2024,40+ Fall 2024,REG
,30-Oct-24,Mustangs,4,ESB,6,Division 1,Division 1,REG
,30-Oct-24,40+ Royal,7,40+ Red,5,40+ Fall 2024,40+ Fall 2024,REG
,30-Oct-24,Fighting Narwhals,3,Pull Tab Bandits,10,Division 2,Division 2,REG
,30-Oct-24,Mighty Geoducks,2,Northwest Crabs,3,Division 2,Division 2,REG
,30-Oct-24,Seattle Supernova,4,NW Stars,3,Division 1,Division 1,REG
,30-Oct-24,40+ Yellow,4,40+ Grey,2,40+ Fall 2024,40+ Fall 2024,REG
,30-Oct-24,Brigade,3,Falcons,11,Division 1,Division 1,REG
,30-Oct-24,Red Dog,3,Koronis Motors,6,Division 2,Division 2,REG
,30-Oct-24,40+ White,2,40+ Navy,4,40+ Fall 2024,40+ Fall 2024,REG
,2-Nov-24,Raiders,4,Blades,1,Division 6C,Division 6C,REG
,2-Nov-24,Flying Monkeys,3,Monarchs 6B,5,Division 6B,Division 6B,REG
,2-Nov-24,Hackers,5,Greenhorns,4,Division 6B,Division 6B,REG
,3-Nov-24,Seattle Dogs,5,Trash Pandas Garbage Legacy,4,Division 7A,Division 7A,REG
,3-Nov-24,Iced Awesome,6,Seals Lower,3,Division 8A,Division 8B,REG
,3-Nov-24,Arctic Foxes,1,Scrooge McPuck,3,Division 8C,Division 8B,REG
,3-Nov-24,Honey Badgers,2,Real Bacon,2,Division 6B,Division 6B,REG
,3-Nov-24,Fluffy Bunnies,5,Sockeyes,3,Division 8B,Division 8B,REG
,3-Nov-24,Roughnecks Mobile Infantry,0,Coyotes,3,Division 7A,Division 7A,REG
,3-Nov-24,Seal Team Sticks,7,Mid-Ice Crisis,2,Division 9A,Division 9B,REG
,3-Nov-24,Rainier Reindeers HC-8,3,Fighting Clams,3,Division 8C,Division 8C,REG
,3-Nov-24,Rainiers,0,Orcas,2,Division 9A,Division 8C,REG
,3-Nov-24,Div 10 Sky Blue,3,Beer Dragons,0,Division 10,Division 10,REG
,3-Nov-24,Hungry Hatchlings,4,Spittin' Llamas,5,Division 8C,Division 8C,REG
,3-Nov-24,Khaos,5,Blackouts,2,Division 9A,Division 9A,REG
,3-Nov-24,Birrds,6,Seattle Freeze,7,Division 7A,Division 7A,REG
,3-Nov-24,SEA Cucumbers,2,Purple Reign,6,Division 9B,Division 9B,REG
,3-Nov-24,The Quacken,6,Post Busters,0,Division 9B,Division 10,REG
,3-Nov-24,Yacht Flippers,3,Toe Dragons,3,Division 8C,Division 8C,REG
,3-Nov-24,BLU Bombers,3,Los Tigres,3,Division 8A,Division 8A,REG
,3-Nov-24,Dumpster Fire,2,Monarchs 5D,6,Division 5C,Division 5D,REG
,3-Nov-24,Golden Gobies,2,Puccaneers,1,Division 8A,Division 8A,REG
,3-Nov-24,Blackbirds,2,Spicy Kittens,6,Division 9B,Division 9B,REG
,3-Nov-24,Hampton West Hockey Club,6,Mother Cluckers,1,Division 8A,Division 8B,REG
,3-Nov-24,Not Sure 7B,3,LKI,1,Division 7B,Division 7B,REG
,3-Nov-24,Royal Pains,7,Fighting Mongooses,5,Division 7B,Division 7B,REG
,3-Nov-24,Cascadians HC,9,Bandits,1,Division 7B,Division 7B,REG
,4-Nov-24,Wolves,5,LLUA,3,Division 4C,Division 4C,REG
,4-Nov-24,Not Sure 5B,6,Hooligans,4,Division 5B,Division 5B,REG
,4-Nov-24,What's Kraken?,7,Trash Pandas 6 Landis,0,Division 6B,Division 6C,REG
,4-Nov-24,Black Katz,4,Reapers,1,Division 5C,Division 5D,REG
,4-Nov-24,Ice-O-Topes,4,Gamblers,2,Division 5B,Division 5B,REG
,4-Nov-24,Highlanders,4,Renegades,2,Division 5,Division 5B,REG
,4-Nov-24,Bullets,1,Kokanees,4,Division 5B,Division 5B,REG
,4-Nov-24,Mudflaps,2,Mighty Boosh,8,Division 6C,Division 6C,REG
,4-Nov-24,Trash Pandas 5C,3,Yetis,2,Division 5C,Division 5C,REG
,4-Nov-24,Skeletons,11,DevilFish,3,Division 5,Division 5,REG
,4-Nov-24,BSOD,5,Lumberjacks,3,Division 5C,Division 5C,REG
,5-Nov-24,Black Sheesh,1,White Yetis,5,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,5-Nov-24,Breakers,4,Skateful Dead,4,Division 4,Division 4,REG
,5-Nov-24,Red Hots,2,Blue Footed Bloobies,3,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,5-Nov-24,Coconut Corgis,3,Night Owls,2,Division 4B,Division 4B,REG
,5-Nov-24,40+ Advanced Green,1,40+ Advanced Red,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,5-Nov-24,40+ Advanced Black,7,40+ Advanced Orange,2,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,5-Nov-24,Maple Bars,1,Greasy Weasels,1,Division 4B,Division 4B,REG
,5-Nov-24,40+ Advanced White,2,40+ Advanced Gray,5,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,5-Nov-24,Pineapple Express,1,Grey Dust Bunnies,0,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,5-Nov-24,Dirty Couch Hockey Club,5,Rainier Reindeer HC-6A,2,Division 5D,Division 6A,REG
,5-Nov-24,Dead Rabbits,6,Roughnecks - Game Theory,2,Division 5,Division 5,REG
,6-Nov-24,40+ Sky Blue,9,40+ Yellow,5,40+ Fall 2024,40+ Fall 2024,REG
,6-Nov-24,Pheasants,3,Koronis Motors,6,Division 2,Division 2,REG
,6-Nov-24,Mighty Mallards,3,Shockers,5,Division 4A,Division 3B,REG
,6-Nov-24,Rhinos,7,Booze Hounds,8,Division 3,Division 3,REG
,6-Nov-24,Goal Diggers,5,Sasquatch,9,Division 4A,Division 3B,REG
,6-Nov-24,40+ Red,3,40+ Orange,6,40+ Fall 2024,40+ Fall 2024,REG
,6-Nov-24,40+ White,2,40+ Grey,2,40+ Fall 2024,40+ Fall 2024,REG
,6-Nov-24,Edible Arrangements,2,Steelhead,4,Division 4C,Division 4B,REG
,6-Nov-24,Bombers,3,Puckbuddies,6,Division 3B,Division 3,REG
,6-Nov-24,Schilling Cider,10,Seagulls,0,Division 4B,Division 5A,REG
,6-Nov-24,Moose Knuckle,1,Kraken Up,5,Division 4C,Division 4C,REG
,6-Nov-24,40+ Royal,0,40+ Navy,5,40+ Fall 2024,40+ Fall 2024,REG
,6-Nov-24,Chinooks,4,Growlers,2,Division 4,Division 4,REG
,7-Nov-24,Sabercats,3,Chiefs,10,Division 3B,Division 3,REG
,7-Nov-24,Hosers,3,The Herd,9,Division 4A,Division 3B,REG
,7-Nov-24,Red Dog,2,Mavericks,7,Division 2,Division 2,REG
,7-Nov-24,Brigade,1,NW Stars,7,Division 1,Division 1,REG
,7-Nov-24,ESB,6,Falcons,9,Division 1,Division 1,REG
,7-Nov-24,Puget Sound Pigeons,5,MMHC,3,Division 3A,Division 3,REG
,7-Nov-24,Fighting Narwhals,2,Northwest Crabs,7,Division 2,Division 2,REG
,7-Nov-24,Mustangs,2,Seattle Supernova,7,Division 1,Division 1,REG
,7-Nov-24,Mighty Geoducks,4,Pull Tab Bandits,3,Division 2,Division 2,REG
,9-Nov-24,Roughnecks,8,Trash Pandas 6 Landis,5,Division 6B,Division 6C,REG
,9-Nov-24,Stingers,5,Alpuckas,2,Division 6A,Division 6A,REG
,10-Nov-24,Toe Dragons,1,Spittin' Llamas,4,Division 8C,Division 8C,REG
,10-Nov-24,Purple Reign,2,Spicy Kittens,2,Division 9B,Division 9B,REG
,10-Nov-24,Hampton West Hockey Club,3,BLU Bombers,4,Division 8A,Division 8A,REG
,10-Nov-24,SEA Cucumbers,2,Blackbirds,2,Division 9B,Division 9B,REG
,10-Nov-24,Beer Dragons,6,The Quacken,4,Division 10,Division 9B,REG
,10-Nov-24,Bandits,,Royal Pains,,Division 7B,Division 7B,
,10-Nov-24,Rainiers,2,Khaos,1,Division 9A,Division 9A,REG
,10-Nov-24,Monarchs 5D,5,Piranhas,5,Division 5D,Division 5D,REG
,10-Nov-24,Yacht Flippers,1,Rainier Reindeers HC-8,2,Division 8C,Division 8C,REG
,10-Nov-24,Post Busters,0,Div 10 Sky Blue,4,Division 10,Division 10,REG
,10-Nov-24,Orcas,11,Mid-Ice Crisis,0,Division 8C,Division 9B,REG
,10-Nov-24,Birrds,5,Seattle Dogs,4,Division 7A,Division 7A,REG
,10-Nov-24,Blackouts,2,Seal Team Sticks,4,Division 9A,Division 9A,REG
,10-Nov-24,Squids,4,Dumb Pucks,6,Division 6A,Division 6A,REG
,10-Nov-24,Dumpster Fire,0,Trash Pandas 5C,5,Division 5C,Division 5C,REG
,10-Nov-24,LKI,1,Fighting Mongooses,9,Division 7B,Division 7B,REG
,10-Nov-24,Sockeyes,3,Seals Lower,4,Division 8B,Division 8B,REG
,10-Nov-24,Mudflaps,,Blades,,Division 6C,Division 6C,
,10-Nov-24,Not Sure 7B,8,Cascadians HC,0,Division 7B,Division 7B,REG
,10-Nov-24,Greenhorns,1,Real Bacon,4,Division 6B,Division 6B,REG
,10-Nov-24,Seals 6A,5,Icemen,7,Division 6A,Division 6A,REG
,10-Nov-24,Iced Awesome,7,Arctic Foxes,0,Division 8A,Division 8C,REG
,10-Nov-24,Hungry Hatchlings,7,Fighting Clams,3,Division 8C,Division 8C,REG
,10-Nov-24,Golden Gobies,7,Los Tigres,2,Division 8A,Division 8A,REG
,10-Nov-24,Coyotes,,Trash Pandas Garbage Legacy,,Division 7A,Division 7A,
,10-Nov-24,Roughnecks Mobile Infantry,0,Seattle Freeze,6,Division 7A,Division 7A,REG
,10-Nov-24,Fluffy Bunnies,7,Scrooge McPuck,1,Division 8B,Division 8B,REG
,10-Nov-24,What's Kraken?,5,Raiders,2,Division 6B,Division 6C,REG
,10-Nov-24,Puccaneers,5,Mother Cluckers,0,Division 8A,Division 8B,REG
,11-Nov-24,Reapers,5,Fossils,1,Division 5D,Division 5D,REG
,11-Nov-24,Roughnecks - Game Theory,2,DevilFish,6,Division 5A,Division 5A,REG
,11-Nov-24,Midnight Twist,4,Mighty Boosh,0,Division 6A,Division 6C,REG
,11-Nov-24,Hackers,6,Monarchs 6B,4,Division 6B,Division 6B,REG
,11-Nov-24,Dirty Couch Hockey Club,4,Jokres,6,Division 5D,Division 5D,REG
,11-Nov-24,Kokanees,6,Lumberjacks,1,Division 5B,Division 5C,REG
,11-Nov-24,Moose Knuckle,2,Wolves,2,Division 4C,Division 4C,REG
,11-Nov-24,Gamblers,5,BSOD,2,Division 5B,Division 5C,REG
,11-Nov-24,Flying Monkeys,4,Honey Badgers,4,Division 6B,Division 6B,REG
,11-Nov-24,Highlanders,4,Skeletons,2,Division 5A,Division 5A,REG
,11-Nov-24,Greasy Weasels,0,Coconut Corgis,5,Division 4B,Division 4B,REG
,11-Nov-24,Night Owls,6,Maple Bars,3,Division 4B,Division 4B,REG
,11-Nov-24,Not Sure 5B,5,Ice-O-Topes,3,Division 5B,Division 5B,REG
,11-Nov-24,Bullets,1,Hooligans,7,Division 5B,Division 5B,REG
,12-Nov-24,Red Hots,9,Black Sheesh,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,12-Nov-24,Yetis,3,Black Katz,2,Division 5C,Division 5C,REG
,12-Nov-24,Skateful Dead,5,Growlers,4,Division 4A,Division 4A,REG
,12-Nov-24,40+ Advanced White,3,40+ Advanced Orange,3,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Dead Rabbits,5,Renegades,1,Division 5A,Division 5B,REG
,12-Nov-24,Pineapple Express,3,White Yetis,6,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,12-Nov-24,40+ Advanced Green,2,40+ Advanced Black,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Sabercats,4,MMHC,6,Division 3B,Division 3A,REG
,12-Nov-24,Breakers,8,Chinooks,4,Division 4A,Division 4A,REG
,12-Nov-24,40+ Advanced Gray,2,40+ Advanced Red,0,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,12-Nov-24,Grey Dust Bunnies,2,Blue Footed Bloobies,1,Women''s Division Fall 2024,Women''s Division Fall 2024,REG
,13-Nov-24,Steelhead,2,Seagulls,2,Division 4B,Division 5A,REG
,13-Nov-24,LLUA,7,Kraken Up,4,Division 4C,Division 4C,REG
,13-Nov-24,Edible Arrangements,3,Schilling Cider,8,Division 4C,Division 4B,REG
,13-Nov-24,40+ Orange,3,40+ Navy,1,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,Puget Sound Pigeons,7,The Herd,6,Division 3A,Division 3B,REG
,13-Nov-24,40+ Royal,4,40+ White,5,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,40+ Red,2,40+ Yellow,4,40+ Fall 2024,40+ Fall 2024,REG
,13-Nov-24,Hosers,0,Sasquatch,3,Division 4A,Division 3B,REG
,13-Nov-24,Mighty Mallards,1,Goal Diggers,6,Division 4A,Division 4A,REG
,13-Nov-24,Red Dog,11,Chiefs,6,Division 2,Division 3A,REG
,13-Nov-24,40+ Grey,6,40+ Sky Blue,0,40+ Fall 2024,40+ Fall 2024,REG
,14-Nov-24,Koronis Motors,3,Fighting Narwhals,4,Division 2,Division 2,REG
,14-Nov-24,Mavericks,7,Mighty Geoducks,2,Division 2,Division 2,REG
,14-Nov-24,Booze Hounds,5,Puckbuddies,6,Division 3A,Division 3A,REG
,14-Nov-24,Bombers,2,Shockers,1,Division 3B,Division 3B,REG
,14-Nov-24,Northwest Crabs,6,Pull Tab Bandits,4,Division 2,Division 2,REG
,14-Nov-24,Pheasants,5,Rhinos,5,Division 2,Division 3A,REG
,14-Nov-24,ESB,3,Seattle Supernova,1,Division 1,Division 1,REG
,14-Nov-24,NW Stars,6,Falcons,2,Division 1,Division 1,REG
,14-Nov-24,Mustangs,7,Brigade,9,Division 1,Division 1,REG
,16-Nov-24,Rainiers,6,Blackouts,1,Division 9A,Division 9A,REG
,16-Nov-24,Orcas,7,Seal Team Sticks,1,Division 8C,Division 9A,REG
,17-Nov-24,Blackbirds,1,Purple Reign,4,Division 9B,Division 9B,REG
,17-Nov-24,Mid-Ice Crisis,2,Khaos,8,Division 9B,Division 9A,REG
,17-Nov-24,Mother Cluckers,1,Los Tigres,6,Division 8B,Division 8A,REG
,17-Nov-24,Puccaneers,8,Hampton West Hockey Club,0,Division 8A,Division 8A,REG
,17-Nov-24,Rainier Reindeer HC-6A,1,Dumb Pucks,4,Division 6A,Division 6A,REG
,17-Nov-24,Hackers,0,Flying Monkeys,2,Division 6B,Division 6B,REG
,17-Nov-24,Trash Pandas Garbage Legacy,2,Seattle Freeze,5,Division 7A,Division 7A,REG
,17-Nov-24,Golden Gobies,1,BLU Bombers,3,Division 8A,Division 8A,REG
,17-Nov-24,Not Sure 7B,4,Bandits,2,Division 7B,Division 7B,REG
,17-Nov-24,Fighting Mongooses,2,Cascadians HC,5,Division 7B,Division 7B,REG
,17-Nov-24,Mighty Boosh,4,Raiders,4,Division 6C,Division 6C,REG
,17-Nov-24,Blades,7,What's Kraken?,10,Division 6C,Division 6B,REG
,17-Nov-24,Roughnecks Mobile Infantry,2,Birrds,1,Division 7A,Division 7A,REG
,17-Nov-24,Fighting Clams,5,Yacht Flippers,0,Division 8C,Division 8C,REG
,17-Nov-24,LKI,5,Royal Pains,6,Division 7B,Division 7B,REG
,17-Nov-24,Seals Lower,4,Scrooge McPuck,3,Division 8B,Division 8B,REG
,17-Nov-24,Spicy Kittens,3,SEA Cucumbers,6,Division 9B,Division 9B,REG
,17-Nov-24,Post Busters,0,Beer Dragons,1,Division 10,Division 10,REG
,17-Nov-24,Fluffy Bunnies,7,Arctic Foxes,2,Division 8B,Division 8C,REG
,17-Nov-24,Toe Dragons,1,Hungry Hatchlings,3,Division 8C,Division 8C,REG
,17-Nov-24,Sockeyes,3,Iced Awesome,8,Division 8B,Division 8A,REG
,17-Nov-24,Spittin' Llamas,7,Rainier Reindeers HC-8,0,Division 8C,Division 8C,REG
,17-Nov-24,Trash Pandas 6 Landis,2,Mudflaps,4,Division 6C,Division 6C,REG
,17-Nov-24,Div 10 Sky Blue,2,The Quacken,7,Division 10,Division 9B,REG
,17-Nov-24,Coyotes,6,Seattle Dogs,2,Division 7A,Division 7A,REG
,18-Nov-24,Dead Rabbits,5,Highlanders,0,Division 5A,Division 5A,REG
,18-Nov-24,Greenhorns,6,Honey Badgers,0,Division 6B,Division 6B,REG
,18-Nov-24,Alpuckas,4,Squids,4,Division 6A,Division 6A,REG
,18-Nov-24,Icemen,5,Roughnecks,1,Division 6A,Division 6B,REG
,18-Nov-24,Growlers,5,Goal Diggers,3,Division 4A,Division 4A,REG
,18-Nov-24,Bullets,1,DevilFish,4,Division 5B,Division 5A,REG
,18-Nov-24,Real Bacon,3,Monarchs 6B,2,Division 6B,Division 6B,REG
,18-Nov-24,PussyCats,1,Midnight Twist,7,Division 6A,Division 6A,REG
,18-Nov-24,Seals 6A,4,Stingers,1,Division 6A,Division 6A,REG
,18-Nov-24,Piranhas,0,Fossils,0,Division 5D,Division 5D,REG
,18-Nov-24,Kraken Up,,Schilling Cider,,Division 4C,Division 4B,
,18-Nov-24,BSOD,6,Ice-O-Topes,2,Division 5C,Division 5B,REG
,18-Nov-24,Monarchs 5D,4,Jokres,1,Division 5D,Division 5D,REG
,19-Nov-24,40+ Advanced Red,3,40+ Advanced Orange,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,19-Nov-24,Greasy Weasels,4,Night Owls,3,Division 4B,Division 4B,REG
,19-Nov-24,Yetis,6,Black Katz,3,Division 5C,Division 5C,REG
,19-Nov-24,Blue Footed Bloobies,,White Yetis,,Women''s Division Fall 2024,Women''s Division Fall 2024,
,19-Nov-24,Breakers,2,Mighty Mallards,0,Division 4A,Division 4A,REG
,19-Nov-24,Reapers,5,Dirty Couch Hockey Club,4,Division 5D,Division 5D,REG
,19-Nov-24,40+ Advanced Gray,4,40+ Advanced Green,4,40+ Advanced Fall 2024,40+ Advanced Fall 2024,REG
,19-Nov-24,Black Sheesh,,Pineapple Express,,Women''s Division Fall 2024,Women''s Division Fall 2024,
,19-Nov-24,Edible Arrangements,4,Coconut Corgis,9,Division 4C,Division 4B,REG
,19-Nov-24,Puckbuddies,6,Rhinos,0,Division 3A,Division 3A,REG
