Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO,ELO Post Game
03/09/26,Piranhas,2848,Bullets,2815,33,52.0,5.5,42.5,8,3,Win,64,2912
03/09/26,PussyCats,2595,Midnight Twist,2747,-151,27.2,4.7,68.2,2,10,Loss,-48,2547
03/09/26,Midnight Twist,2747,PussyCats,2595,151,68.2,4.7,27.2,10,2,Win,48,2795
03/09/26,Wranglers,2599,Trash Pandas Garbage Legacy,2340,260,80.0,3.4,16.6,5,1,Win,28,2628
03/09/26,Trash Pandas Garbage Legacy,2340,Wranglers,2599,-260,16.6,3.4,80.0,1,5,Loss,-28,2312
03/09/26,Flying Monkeys,2651,Fossils,2856,-205,21.5,4.0,74.5,4,2,Win,88,2739
03/09/26,Fossils,2856,Flying Monkeys,2651,205,74.5,4.0,21.5,2,4,Loss,-88,2767
03/09/26,Squids,2627,Brewzers OGB,2749,-122,30.7,5.0,64.4,6,6,Tie,14,2642
03/09/26,Brewzers OGB,2749,Squids,2627,122,64.4,5.0,30.7,6,6,Tie,-14,2734
03/09/26,Yetis,3123,Stingers,3183,-61,38.6,5.4,56.0,5,3,Win,69,3192
03/09/26,Stingers,3183,Yetis,3123,61,56.0,5.4,38.6,3,5,Loss,-69,3114
03/10/26,Puget Sound Pigeons,4007,Sabercats,3631,376,88.7,2.1,9.2,5,7,Loss,-100,3907
03/10/26,Sabercats,3631,Puget Sound Pigeons,4007,-376,9.2,2.1,88.7,7,5,Win,100,3730
03/10/26,Renegades,2894,Trash Pandas 5B,2832,62,56.1,5.4,38.5,8,1,Win,74,2968
03/10/26,Trash Pandas 5B,2832,Renegades,2894,-62,38.5,5.4,56.1,1,8,Loss,-74,2758
03/10/26,Greasy Weasels,3110,Mighty Mallards,3478,-368,9.7,2.1,88.2,4,4,Tie,30,3140
03/10/26,Mighty Mallards,3478,Greasy Weasels,3110,368,88.2,2.1,9.7,4,4,Tie,-30,3448
03/10/26,Wolves,3338,Edible Arrangements,3242,95,60.8,5.2,34.0,5,8,Loss,-80,3258
03/10/26,Edible Arrangements,3242,Wolves,3338,-95,34.0,5.2,60.8,8,5,Win,80,3322
03/10/26,Bar Down Transportation,3868,The Herd,3809,60,55.8,5.4,38.8,10,3,Win,75,3943
03/10/26,The Herd,3809,Bar Down Transportation,3868,-60,38.8,5.4,55.8,3,10,Loss,-75,3734
03/11/26,The Brigade,4013,Pheasants,4020,-7,46.2,5.6,48.3,10,8,Win,61,4073
03/11/26,Pheasants,4020,The Brigade,4013,7,48.3,5.6,46.2,8,10,Loss,-61,3959
03/11/26,Dumpster Fire,3013,Dead Rabbits,3346,-333,11.5,2.5,86.0,4,5,Loss,-9,3004
03/11/26,Dead Rabbits,3346,Dumpster Fire,3013,333,86.0,2.5,11.5,5,4,Win,9,3355
03/11/26,Puckbuddies,3861,Sasquatch,3949,-88,35.0,5.3,59.8,4,4,Tie,11,3872
03/11/26,Sasquatch,3949,Puckbuddies,3861,88,59.8,5.3,35.0,4,4,Tie,-11,3938
03/11/26,Eagles,3773,Rhinos,3928,-154,26.8,4.6,68.5,4,6,Loss,-30,3743
03/11/26,Rhinos,3928,Eagles,3773,154,68.5,4.6,26.8,6,4,Win,30,3958
03/11/26,Chinooks,3480,Maple Bars,3727,-247,17.7,3.5,78.8,7,3,Win,116,3596
03/11/26,Maple Bars,3727,Chinooks,3480,247,78.8,3.5,17.7,3,7,Loss,-116,3612
03/11/26,Breakers,3577,Bombers,3618,-42,41.3,5.5,53.2,2,4,Loss,-46,3530
03/11/26,Bombers,3618,Breakers,3577,42,53.2,5.5,41.3,4,2,Win,46,3665
03/11/26,Buck Wild,3516,Kraken Up,3321,194,73.3,4.2,22.6,3,6,Loss,-96,3419
03/11/26,Kraken Up,3321,Buck Wild,3516,-194,22.6,4.2,73.3,6,3,Win,96,3418
03/11/26,Goal Diggers,3727,Skateful Dead,3246,481,93.5,1.2,5.3,10,1,Win,12,3739
03/11/26,Skateful Dead,3246,Goal Diggers,3727,-481,5.3,1.2,93.5,1,10,Loss,-12,3234
03/11/26,MMHC,3559,Shockers,3405,154,68.5,4.6,26.9,6,4,Win,35,3595
03/11/26,Shockers,3405,MMHC,3559,-154,26.9,4.6,68.5,4,6,Loss,-35,3370
03/12/26,Coconut Corgis,3434,Steelhead,3467,-33,42.5,5.6,51.9,1,2,Loss,-32,3403
03/12/26,Steelhead,3467,Coconut Corgis,3434,33,51.9,5.6,42.5,2,1,Win,32,3499
03/12/26,Seattle Supernova,4359,ALTP,4406,-47,40.6,5.5,53.9,2,9,Loss,-68,4291
03/12/26,ALTP,4406,Seattle Supernova,4359,47,53.9,5.5,40.6,9,2,Win,68,4475
03/12/26,Moose Knuckle,3391,LLUA,3617,-226,19.5,3.8,76.7,6,3,Win,106,3496
03/12/26,LLUA,3617,Moose Knuckle,3391,226,76.7,3.8,19.5,3,6,Loss,-106,3511
03/12/26,Mustangs,3971,Falcons,4525,-554,3.5,0.9,95.6,9,8,Win,72,4043
03/12/26,Falcons,4525,Mustangs,3971,554,95.6,0.9,3.5,8,9,Loss,-72,4452
03/12/26,Highlanders,2746,Monarchs 5D,2588,158,69.0,4.6,26.4,6,3,Win,41,2787
03/12/26,Monarchs 5D,2588,Highlanders,2746,-158,26.4,4.6,69.0,3,6,Loss,-41,2548
03/12/26,Red Dog,4127,Pull Tab Bandits,4123,4,47.8,5.6,46.6,3,4,Loss,-36,4091
03/12/26,Pull Tab Bandits,4123,Red Dog,4127,-4,46.6,5.6,47.8,4,3,Win,36,4159
03/12/26,The Mighty Geoducks,4060,Northwest Crabs,4430,-369,9.6,2.1,88.3,4,4,Tie,30,4091
03/12/26,Northwest Crabs,4430,The Mighty Geoducks,4060,369,88.3,2.1,9.6,4,4,Tie,-30,4399
03/12/26,Chiefs,4194,Mavericks,4110,83,59.1,5.3,35.6,4,6,Loss,-66,4127
03/12/26,Mavericks,4110,Chiefs,4194,-83,35.6,5.3,59.1,6,4,Win,66,4177
03/12/26,NW Stars,4319,ESB,4292,27,51.1,5.6,43.3,4,3,Win,37,4356
03/12/26,ESB,4292,NW Stars,4319,-27,43.3,5.6,51.1,3,4,Loss,-37,4255
03/12/26,Schilling Cider,3240,Night Owls,3513,-273,15.6,3.2,81.2,0,1,Loss,-12,3228
03/12/26,Night Owls,3513,Schilling Cider,3240,273,81.2,3.2,15.6,1,0,Win,12,3524
03/13/26,Rainier Reindeers HC-9,1222,Orange Crush,1260,-37,41.9,5.5,52.5,3,2,Win,44,1266
03/13/26,Orange Crush,1260,Rainier Reindeers HC-9,1222,37,52.5,5.5,41.9,2,3,Loss,-44,1216
03/13/26,Spicy Kittens,1414,Mighty Moose,1424,-10,45.7,5.6,48.7,2,3,Loss,-34,1379
03/13/26,Mighty Moose,1424,Spicy Kittens,1414,10,48.7,5.6,45.7,3,2,Win,34,1458
03/14/26,Seattle Freeze,2250,Seals Lower,1923,327,85.5,2.6,11.9,9,1,Win,26,2276
03/14/26,Seals Lower,1923,Seattle Freeze,2250,-327,11.9,2.6,85.5,1,9,Loss,-26,1897
03/14/26,Trash Pandas Garbage Legacy,2312,Raiders,2190,122,64.4,5.0,30.7,3,8,Loss,-97,2215
03/14/26,Raiders,2190,Trash Pandas Garbage Legacy,2312,-122,30.7,5.0,64.4,8,3,Win,97,2286
03/14/26,Trash Pandas 7 Landis,2227,Not Sure 7A,2509,-283,14.9,3.1,82.0,5,2,Win,112,2338
03/14/26,Not Sure 7A,2509,Trash Pandas 7 Landis,2227,283,82.0,3.1,14.9,2,5,Loss,-112,2398
03/14/26,Chucklepucks,2401,Cascadians HC,2310,92,60.3,5.2,34.5,7,5,Win,45,2446
03/14/26,Cascadians HC,2310,Chucklepucks,2401,-92,34.5,5.2,60.3,5,7,Loss,-45,2265
03/15/26,Gremlins Hockey,1608,Frozen Assets,1781,-173,24.8,4.4,70.8,2,4,Loss,-28,1580
