Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO,ELO Post Game
11/02/25,Scrooge McPuck,1601,Spittin'' Llamas,1692,-91,34.6,5.2,60.2,4,4,Tie,12,1612
11/02/25,Spittin'' Llamas,1692,Scrooge McPuck,1601,91,60.2,5.2,34.6,4,4,Tie,-12,1680
11/02/25,Frozen Assets,1436,Orange Crush,1306,130,65.4,4.9,29.7,1,1,Tie,-12,1424
11/02/25,Orange Crush,1306,Frozen Assets,1436,-130,29.7,4.9,65.4,1,1,Tie,12,1317
11/02/25,Honey Badgers,2424,Coyotes,2645,-222,19.9,3.8,76.3,5,4,Win,60,2484
11/02/25,Coyotes,2645,Honey Badgers,2424,222,76.3,3.8,19.9,4,5,Loss,-60,2585
11/02/25,Quacken,1801,BLU Bombers,2040,-239,18.4,3.6,78.0,3,5,Loss,-21,1781
11/02/25,BLU Bombers,2040,Quacken,1801,239,78.0,3.6,18.4,5,3,Win,21,2061
11/02/25,Gremlins Hockey,1543,Fighting Clams,1596,-53,39.7,5.5,54.9,3,4,Loss,-30,1513
11/02/25,Fighting Clams,1596,Gremlins Hockey,1543,53,54.9,5.5,39.7,4,3,Win,30,1626
11/02/25,Seattle Freeze,2375,Blades,2535,-160,26.2,4.6,69.3,4,0,Win,104,2479
11/02/25,Blades,2535,Seattle Freeze,2375,160,69.3,4.6,26.2,0,4,Loss,-104,2431
11/02/25,Mudflaps,2319,Greenhorns,2583,-264,16.3,3.3,80.4,3,4,Loss,-12,2307
11/02/25,Greenhorns,2583,Mudflaps,2319,264,80.4,3.3,16.3,4,3,Win,12,2595
11/02/25,Mighty Moose,1268,Beer Dragons,1073,195,73.3,4.2,22.5,6,2,Win,37,1305
11/02/25,Beer Dragons,1073,Mighty Moose,1268,-195,22.5,4.2,73.3,2,6,Loss,-37,1035
11/02/25,Pond Pigeons,1805,Los Tigres,1827,-23,43.9,5.6,50.5,2,4,Loss,-49,1755
11/02/25,Los Tigres,1827,Pond Pigeons,1805,23,50.5,5.6,43.9,4,2,Win,49,1877
11/02/25,Lumberjacks,2895,Monarchs 5D,2809,85,59.4,5.3,35.4,7,1,Win,65,2959
11/02/25,Monarchs 5D,2809,Lumberjacks,2895,-85,35.4,5.3,59.4,1,7,Loss,-65,2745
11/02/25,Seattle Slapshots,1632,SEA Cucumbers,1698,-66,37.9,5.4,56.7,1,4,Loss,-50,1582
11/02/25,SEA Cucumbers,1698,Seattle Slapshots,1632,66,56.7,5.4,37.9,4,1,Win,50,1748
11/02/25,Spicy Kittens,1422,Purple Puck Eaters,1029,393,89.6,1.9,8.5,16,1,Win,25,1447
11/02/25,Purple Puck Eaters,1029,Spicy Kittens,1422,-393,8.5,1.9,89.6,1,16,Loss,-25,1003
11/02/25,Doom Clouds,908,Golden Mules,714,194,73.3,4.2,22.6,10,5,Win,40,948
11/02/25,Golden Mules,714,Doom Clouds,908,-194,22.6,4.2,73.3,5,10,Loss,-40,674
11/02/25,Cascadians HC,2284,Seals Lower,2301,-17,44.8,5.6,49.7,9,2,Win,93,2378
11/02/25,Seals Lower,2301,Cascadians HC,2284,17,49.7,5.6,44.8,2,9,Loss,-93,2208
11/02/25,Not Sure 7A,2279,Trash Pandas 7 Landis,2138,140,66.8,4.8,28.4,0,5,Loss,-100,2178
11/02/25,Trash Pandas 7 Landis,2138,Not Sure 7A,2279,-140,28.4,4.8,66.8,5,0,Win,100,2238
11/02/25,Jokres,2662,Mighty Boosh,2507,155,68.6,4.6,26.8,6,2,Win,44,2706
11/02/25,Mighty Boosh,2507,Jokres,2662,-155,26.8,4.6,68.6,2,6,Loss,-44,2463
11/02/25,Hampton West Hockey Club,2204,Fluffy Bunnies,2050,153,68.4,4.6,27.0,1,3,Loss,-77,2127
11/02/25,Fluffy Bunnies,2050,Hampton West Hockey Club,2204,-153,27.0,4.6,68.4,3,1,Win,77,2127
11/02/25,Orcas,1857,Glow Sticks,1822,36,52.4,5.5,42.1,3,4,Loss,-39,1818
11/02/25,Glow Sticks,1822,Orcas,1857,-36,42.1,5.5,52.4,4,3,Win,39,1861
11/02/25,Tropical Punchers,1141,Purple Reign,1140,2,47.5,5.6,46.9,1,8,Loss,-80,1061
11/02/25,Purple Reign,1140,Tropical Punchers,1141,-2,46.9,5.6,47.5,8,1,Win,80,1220
11/02/25,Flying Monkeys,2472,Midnight Twist,2797,-325,12.0,2.6,85.4,2,4,Loss,-14,2458
11/02/25,Midnight Twist,2797,Flying Monkeys,2472,325,85.4,2.6,12.0,4,2,Win,14,2810
11/02/25,Rainiers,1574,Seal Team Sticks,1893,-319,12.4,2.7,84.9,2,1,Win,66,1640
11/02/25,Seal Team Sticks,1893,Rainiers,1574,319,84.9,2.7,12.4,1,2,Loss,-66,1827
11/02/25,Red Zeppelin,940,Ice Breakers,982,-42,41.3,5.5,53.2,2,1,Win,44,984
11/02/25,Ice Breakers,982,Red Zeppelin,940,42,53.2,5.5,41.3,1,2,Loss,-44,938
11/02/25,Roughnecks Mobile Infantry,1994,Bandits,1985,9,48.5,5.6,45.9,2,4,Loss,-55,1939
11/02/25,Bandits,1985,Roughnecks Mobile Infantry,1994,-9,45.9,5.6,48.5,4,2,Win,55,2039
11/02/25,LKI,1785,Birrds,2076,-292,14.2,3.0,82.8,4,3,Win,64,1849
11/02/25,Birrds,2076,LKI,1785,292,82.8,3.0,14.2,3,4,Loss,-64,2012
11/03/25,Renegades,3049,Gamblers,3099,-50,40.2,5.5,54.4,3,5,Loss,-45,3004
11/03/25,Gamblers,3099,Renegades,3049,50,54.4,5.5,40.2,5,3,Win,45,3144
11/03/25,Edible Arrangements,3436,DevilFish,3264,171,70.6,4.4,25.0,2,9,Loss,-119,3317
11/03/25,DevilFish,3264,Edible Arrangements,3436,-171,25.0,4.4,70.6,9,2,Win,119,3384
11/03/25,Squids,2730,PussyCats,2785,-55,39.4,5.5,55.1,4,7,Loss,-52,2678
11/03/25,PussyCats,2785,Squids,2730,55,55.1,5.5,39.4,7,4,Win,52,2836
11/03/25,Trash Pandas Garbage Legacy,2287,Barrel Aged Brewzers,2472,-185,23.5,4.3,72.2,4,4,Tie,20,2307
11/03/25,Barrel Aged Brewzers,2472,Trash Pandas Garbage Legacy,2287,185,72.2,4.3,23.5,4,4,Tie,-20,2452
11/03/25,Stingers,2977,Dumpster Fire,2997,-20,44.4,5.6,50.1,2,6,Loss,-62,2915
11/03/25,Dumpster Fire,2997,Stingers,2977,20,50.1,5.6,44.4,6,2,Win,62,3059
11/03/25,Raiders,2362,Wranglers,2455,-93,34.3,5.2,60.5,2,9,Loss,-58,2304
11/03/25,Wranglers,2455,Raiders,2362,93,60.5,5.2,34.3,9,2,Win,58,2513
11/03/25,Icemen,2443,Dumb Pucks,2556,-113,31.7,5.0,63.2,0,8,Loss,-57,2387
11/03/25,Dumb Pucks,2556,Icemen,2443,113,63.2,5.0,31.7,8,0,Win,57,2613
11/03/25,Highlanders,2682,Black Katz,2712,-31,42.8,5.6,51.6,2,3,Loss,-32,2649
11/03/25,Black Katz,2712,Highlanders,2682,31,51.6,5.6,42.8,3,2,Win,32,2744
11/03/25,Dirty Couch Hockey Club,2698,Rainier Reindeer HC-6B,2741,-43,41.1,5.5,53.4,6,2,Win,83,2780
11/03/25,Rainier Reindeer HC-6B,2741,Dirty Couch Hockey Club,2698,43,53.4,5.5,41.1,2,6,Loss,-83,2658
11/03/25,Reapers,2841,Roughnecks - Game Theory,2928,-88,35.0,5.3,59.7,2,6,Loss,-49,2791
11/03/25,Roughnecks - Game Theory,2928,Reapers,2841,88,59.7,5.3,35.0,6,2,Win,49,2977
11/03/25,Seagulls,2931,Piranhas,2853,78,58.4,5.3,36.3,1,4,Loss,-77,2855
11/03/25,Piranhas,2853,Seagulls,2931,-78,36.3,5.3,58.4,4,1,Win,77,2930
11/03/25,Alpuckas,2874,Seals 5D,2893,-19,44.5,5.6,49.9,2,4,Loss,-50,2824
11/03/25,Seals 5D,2893,Alpuckas,2874,19,49.9,5.6,44.5,4,2,Win,50,2943
11/03/25,Ice-O-Topes,2934,BSOD,2976,-43,41.1,5.5,53.4,2,4,Loss,-46,2887
11/03/25,BSOD,2976,Ice-O-Topes,2934,43,53.4,5.5,41.1,4,2,Win,46,3023
11/04/25,Fossils,2615,Brewzers OGB,2827,-212,20.9,3.9,75.2,5,7,Loss,-23,2592
11/04/25,Brewzers OGB,2827,Fossils,2615,212,75.2,3.9,20.9,7,5,Win,23,2850
11/04/25,Top Cheddar,2831,Not Sure 5A,3098,-267,16.1,3.3,80.6,5,3,Win,94,2926
11/04/25,Not Sure 5A,3098,Top Cheddar,2831,267,80.6,3.3,16.1,3,5,Loss,-94,3004
11/04/25,Buck Wild,3423,Night Owls,3480,-57,39.1,5.5,55.4,3,2,Win,46,3468
11/04/25,Night Owls,3480,Buck Wild,3423,57,55.4,5.5,39.1,2,3,Loss,-46,3434
11/04/25,Yetis,3023,Bullets,2924,100,61.4,5.2,33.5,6,3,Win,51,3074
11/04/25,Bullets,2924,Yetis,3023,-100,33.5,5.2,61.4,3,6,Loss,-51,2873
11/04/25,WKUP-5,3059,Trash Pandas 5B,3037,23,50.5,5.6,43.9,5,0,Win,74,3134
11/04/25,Trash Pandas 5B,3037,WKUP-5,3059,-23,43.9,5.6,50.5,0,5,Loss,-74,2962
11/04/25,Shockers,3507,Bombers,3816,-309,13.1,2.8,84.2,3,3,Tie,28,3535
11/04/25,Bombers,3816,Shockers,3507,309,84.2,2.8,13.1,3,3,Tie,-28,3788
11/05/25,Hooligans,3113,Moose Knuckle,3179,-66,37.9,5.4,56.7,4,1,Win,81,3194
11/05/25,Moose Knuckle,3179,Hooligans,3113,66,56.7,5.4,37.9,1,4,Loss,-81,3097
11/05/25,Booze Hounds,3635,MMHC,3633,2,47.5,5.6,46.9,5,6,Loss,-36,3599
11/05/25,MMHC,3633,Booze Hounds,3635,-2,46.9,5.6,47.5,6,5,Win,36,3669
11/05/25,Pheasants,3835,Pull Tab Bandits,3997,-162,25.9,4.5,69.5,5,6,Loss,-19,3815
11/05/25,Pull Tab Bandits,3997,Pheasants,3835,162,69.5,4.5,25.9,6,5,Win,19,4016
11/05/25,Dead Rabbits,3176,Skeletons,3208,-32,42.6,5.6,51.8,4,8,Loss,-60,3116
11/05/25,Skeletons,3208,Dead Rabbits,3176,32,51.8,5.6,42.6,8,4,Win,60,3268
11/05/25,Coconut Corgis,3605,Skateful Dead,3515,90,60.1,5.2,34.7,4,4,Tie,-8,3597
11/05/25,Skateful Dead,3515,Coconut Corgis,3605,-90,34.7,5.2,60.1,4,4,Tie,8,3522
11/05/25,Sasquatch,3680,Sabercats,3613,68,56.9,5.4,37.7,6,3,Win,57,3737
11/05/25,Sabercats,3613,Sasquatch,3680,-68,37.7,5.4,56.9,3,6,Loss,-57,3556
11/05/25,Puckbuddies,3679,Breakers,3655,24,50.7,5.6,43.7,9,5,Win,69,3749
11/05/25,Breakers,3655,Puckbuddies,3679,-24,43.7,5.6,50.7,5,9,Loss,-69,3586
11/05/25,Schilling Cider,3280,Greasy Weasels,3103,176,71.2,4.4,24.4,0,5,Loss,-107,3173
11/05/25,Greasy Weasels,3103,Schilling Cider,3280,-176,24.4,4.4,71.2,5,0,Win,107,3210
11/05/25,Puget Sound Pigeons,3942,The Herd,3875,66,56.7,5.4,37.9,5,3,Win,49,3990
11/05/25,The Herd,3875,Puget Sound Pigeons,3942,-66,37.9,5.4,56.7,3,5,Loss,-49,3827
11/05/25,Bar Down Transportation,4002,Rhinos,3802,200,73.9,4.1,22.0,10,2,Win,46,4048
11/05/25,Rhinos,3802,Bar Down Transportation,4002,-200,22.0,4.1,73.9,2,10,Loss,-46,3755
11/06/25,Mighty Mallards,3490,Kraken Up,3339,151,68.1,4.7,27.2,5,3,Win,36,3526
11/06/25,Kraken Up,3339,Mighty Mallards,3490,-151,27.2,4.7,68.1,3,5,Loss,-36,3303
11/06/25,Chinooks,3602,Maple Bars,3587,16,49.5,5.6,45.0,3,3,Tie,0,3603
11/06/25,Maple Bars,3587,Chinooks,3602,-16,45.0,5.6,49.5,3,3,Tie,0,3586
11/06/25,Wolves,3433,LLUA,3346,88,59.7,5.3,35.0,3,8,Loss,-90,3344
11/06/25,LLUA,3346,Wolves,3433,-88,35.0,5.3,59.7,8,3,Win,90,3435
11/06/25,The Brigade,4182,Koronis Motors,4049,133,65.8,4.9,29.3,4,1,Win,45,4226
11/06/25,Koronis Motors,4049,The Brigade,4182,-133,29.3,4.9,65.8,1,4,Loss,-45,4004
11/06/25,Red Dog,4078,The Mighty Geoducks,4179,-101,33.2,5.1,61.6,7,5,Win,75,4153
11/06/25,The Mighty Geoducks,4179,Red Dog,4078,101,61.6,5.1,33.2,5,7,Loss,-75,4104
11/06/25,Northwest Crabs,4135,Eagles,3988,147,67.6,4.7,27.7,12,2,Win,64,4199
11/06/25,Eagles,3988,Northwest Crabs,4135,-147,27.7,4.7,67.6,2,12,Loss,-64,3924
11/06/25,Goal Diggers,3468,Steelhead,3469,-1,47.1,5.6,47.3,6,2,Win,74,3542
11/06/25,Steelhead,3469,Goal Diggers,3468,1,47.3,5.6,47.1,2,6,Loss,-74,3394
11/06/25,Mavericks,4313,Chiefs,4100,213,75.4,3.9,20.7,5,2,Win,32,4345
11/06/25,Chiefs,4100,Mavericks,4313,-213,20.7,3.9,75.4,2,5,Loss,-32,4067
11/06/25,Mustangs,4164,Falcons,4456,-292,14.2,3.0,82.8,0,1,Loss,-11,4153
11/06/25,Falcons,4456,Mustangs,4164,292,82.8,3.0,14.2,1,0,Win,11,4466
11/06/25,ALTP,4461,ESB,4140,320,85.0,2.6,12.3,6,0,Win,24,4485
11/06/25,ESB,4140,ALTP,4461,-320,12.3,2.6,85.0,0,6,Loss,-24,4116
11/06/25,Seattle Supernova,4430,NW Stars,4222,208,74.8,4.0,21.2,3,5,Loss,-84,4346
11/06/25,NW Stars,4222,Seattle Supernova,4430,-208,21.2,4.0,74.8,5,3,Win,84,4306
11/08/25,Blades,2431,Raiders,2304,127,65.0,4.9,30.1,6,3,Win,46,2477
11/08/25,Raiders,2304,Blades,2431,-127,30.1,4.9,65.0,3,6,Loss,-46,2258
11/08/25,Glow Sticks,1861,Spittin'' Llamas,1680,181,71.7,4.3,23.9,4,4,Tie,-16,1845
11/08/25,Spittin'' Llamas,1680,Glow Sticks,1861,-181,23.9,4.3,71.7,4,4,Tie,16,1696
11/09/25,Red Zeppelin,984,Golden Mules,674,311,84.3,2.8,13.0,11,1,Win,31,1015
11/09/25,Golden Mules,674,Red Zeppelin,984,-311,13.0,2.8,84.3,1,11,Loss,-31,643
11/09/25,Piranhas,2930,Gamblers,3144,-214,20.6,3.9,75.5,4,2,Win,89,3019
11/09/25,Gamblers,3144,Piranhas,2930,214,75.5,3.9,20.6,2,4,Loss,-89,3055
11/09/25,Doom Clouds,948,Ice Breakers,938,10,48.7,5.6,45.7,4,5,Loss,-36,912
11/09/25,Ice Breakers,938,Doom Clouds,948,-10,45.7,5.6,48.7,5,4,Win,36,974
11/09/25,Blackouts,1818,Scrooge McPuck,1612,206,74.6,4.0,21.4,4,5,Loss,-56,1762
11/09/25,Scrooge McPuck,1612,Blackouts,1818,-206,21.4,4.0,74.6,5,4,Win,56,1668
11/09/25,SEA Cucumbers,1748,Toe Dragons,1679,69,57.2,5.4,37.5,1,3,Loss,-64,1684
11/09/25,Toe Dragons,1679,SEA Cucumbers,1748,-69,37.5,5.4,57.2,3,1,Win,64,1743
11/09/25,Stingers,2915,Yetis,3074,-159,26.3,4.6,69.2,6,7,Loss,-20,2895
11/09/25,Yetis,3074,Stingers,2915,159,69.2,4.6,26.3,7,6,Win,20,3094
11/09/25,Orange Crush,1317,Tropical Punchers,1061,256,79.7,3.4,16.9,2,2,Tie,-22,1295
11/09/25,Tropical Punchers,1061,Orange Crush,1317,-256,16.9,3.4,79.7,2,2,Tie,22,1084
11/09/25,Bullets,2873,WKUP-5,3134,-261,16.6,3.3,80.1,4,4,Tie,25,2898
11/09/25,WKUP-5,3134,Bullets,2873,261,80.1,3.3,16.6,4,4,Tie,-25,3109
11/09/25,Seattle Slapshots,1582,Seal Team Sticks,1827,-244,17.9,3.5,78.6,3,3,Tie,24,1607
11/09/25,Seal Team Sticks,1827,Seattle Slapshots,1582,244,78.6,3.5,17.9,3,3,Tie,-24,1803
11/09/25,Chucklepucks,2140,Seals Lower,2208,-68,37.6,5.4,57.0,1,6,Loss,-56,2083
11/09/25,Seals Lower,2208,Chucklepucks,2140,68,57.0,5.4,37.6,6,1,Win,56,2265
11/09/25,Orcas,1818,Sockeyes Div 8,1694,124,64.7,4.9,30.3,3,2,Win,26,1845
11/09/25,Sockeyes Div 8,1694,Orcas,1818,-124,30.3,4.9,64.7,2,3,Loss,-26,1667
11/09/25,Seagulls,2855,Reapers,2791,63,56.3,5.4,38.3,3,3,Tie,-5,2850
11/09/25,Reapers,2791,Seagulls,2855,-63,38.3,5.4,56.3,3,3,Tie,5,2796
11/09/25,Trash Pandas 7 Landis,2238,Seattle Freeze,2479,-240,18.3,3.6,78.2,5,3,Win,92,2330
11/09/25,Seattle Freeze,2479,Trash Pandas 7 Landis,2238,240,78.2,3.6,18.3,3,5,Loss,-92,2387
11/09/25,Bandits,2039,Iced Awesome,1954,85,59.4,5.3,35.3,1,4,Loss,-78,1962
11/09/25,Iced Awesome,1954,Bandits,2039,-85,35.3,5.3,59.4,4,1,Win,78,2032
11/09/25,Los Tigres,1877,Seattle Dogs,1899,-22,44.1,5.6,50.3,5,2,Win,73,1950
11/09/25,Seattle Dogs,1899,Los Tigres,1877,22,50.3,5.6,44.1,2,5,Loss,-73,1825
11/09/25,Black Katz,2744,Seals 5D,2943,-199,22.1,4.1,73.8,2,7,Loss,-33,2711
11/09/25,Seals 5D,2943,Black Katz,2744,199,73.8,4.1,22.1,7,2,Win,33,2977
11/09/25,Alpuckas,2824,Lumberjacks,2959,-135,29.1,4.8,66.1,3,5,Loss,-33,2792
11/09/25,Lumberjacks,2959,Alpuckas,2824,135,66.1,4.8,29.1,5,3,Win,33,2992
11/09/25,Coyotes,2585,Hackers,2434,151,68.1,4.7,27.2,5,7,Loss,-77,2509
11/09/25,Hackers,2434,Coyotes,2585,-151,27.2,4.7,68.1,7,5,Win,77,2511
11/09/25,Rainiers,1640,Hungry Hatchlings,1728,-89,34.9,5.3,59.9,1,3,Loss,-39,1600
11/09/25,Hungry Hatchlings,1728,Rainiers,1640,89,59.9,5.3,34.9,3,1,Win,39,1768
11/09/25,Hampton West Hockey Club,2127,Roughnecks Mobile Infantry,1939,187,72.5,4.2,23.3,3,0,Win,36,2163
11/09/25,Roughnecks Mobile Infantry,1939,Hampton West Hockey Club,2127,-187,23.3,4.2,72.5,0,3,Loss,-36,1903
11/09/25,Purple Reign,1220,Purple Puck Eaters,1003,216,75.7,3.9,20.4,7,0,Win,41,1261
11/09/25,Purple Puck Eaters,1003,Purple Reign,1220,-216,20.4,3.9,75.7,0,7,Loss,-41,962
11/09/25,Fluffy Bunnies,2127,Birrds,2012,115,63.5,5.0,31.5,2,5,Loss,-83,2044
11/09/25,Birrds,2012,Fluffy Bunnies,2127,-115,31.5,5.0,63.5,5,2,Win,83,2095
11/09/25,LKI,1849,Quacken,1781,68,57.0,5.4,37.6,2,3,Loss,-43,1806
11/09/25,Quacken,1781,LKI,1849,-68,37.6,5.4,57.0,3,2,Win,43,1823
11/09/25,Monarchs 6C,2497,Greenhorns,2595,-98,33.7,5.2,61.1,4,3,Win,50,2547
11/09/25,Greenhorns,2595,Monarchs 6C,2497,98,61.1,5.2,33.7,3,4,Loss,-50,2545
11/09/25,Blackbirds,1681,Khaos,1350,331,85.8,2.5,11.7,6,1,Win,21,1702
11/09/25,Khaos,1350,Blackbirds,1681,-331,11.7,2.5,85.8,1,6,Loss,-21,1329
11/09/25,Not Sure 7A,2178,Cascadians HC,2378,-199,22.1,4.1,73.8,3,4,Loss,-17,2162
11/09/25,Cascadians HC,2378,Not Sure 7A,2178,199,73.8,4.1,22.1,4,3,Win,17,2394
11/09/25,BLU Bombers,2061,Pond Pigeons,1755,305,83.9,2.8,13.3,1,2,Loss,-63,1998
11/09/25,Pond Pigeons,1755,BLU Bombers,2061,-305,13.3,2.8,83.9,2,1,Win,63,1818
11/09/25,Honey Badgers,2484,Real Bacon,2333,150,68.1,4.7,27.3,3,4,Loss,-51,2433
11/09/25,Real Bacon,2333,Honey Badgers,2484,-150,27.3,4.7,68.1,4,3,Win,51,2384
11/09/25,Icemen,2387,Rainier Reindeer HC-6B,2658,-271,15.8,3.2,81.0,3,3,Tie,26,2412
11/09/25,Rainier Reindeer HC-6B,2658,Icemen,2387,271,81.0,3.2,15.8,3,3,Tie,-26,2632
11/09/25,Fighting Clams,1626,Yacht Flippers,1364,262,80.2,3.3,16.5,6,3,Win,26,1652
11/09/25,Yacht Flippers,1364,Fighting Clams,1626,-262,16.5,3.3,80.2,3,6,Loss,-26,1338
11/09/25,Gremlins Hockey,1513,Rainier Reindeers HC-9,1322,191,72.9,4.2,22.9,2,1,Win,20,1533
11/09/25,Rainier Reindeers HC-9,1322,Gremlins Hockey,1513,-191,22.9,4.2,72.9,1,2,Loss,-20,1302
11/09/25,Spicy Kittens,1447,Mighty Moose,1305,142,67.0,4.8,28.2,0,2,Loss,-75,1372
11/09/25,Mighty Moose,1305,Spicy Kittens,1447,-142,28.2,4.8,67.0,2,0,Win,75,1380
11/09/25,Dumb Pucks,2613,Mighty Boosh,2463,150,68.1,4.7,27.3,6,4,Win,36,2649
11/09/25,Mighty Boosh,2463,Dumb Pucks,2613,-150,27.3,4.7,68.1,4,6,Loss,-36,2427
11/09/25,Frozen Assets,1424,Beer Dragons,1035,389,89.4,1.9,8.7,4,0,Win,15,1439
11/09/25,Beer Dragons,1035,Frozen Assets,1424,-389,8.7,1.9,89.4,0,4,Loss,-15,1020
11/10/25,Squids,2678,Fossils,2592,86,59.6,5.3,35.2,7,4,Win,53,2731
11/10/25,Fossils,2592,Squids,2678,-86,35.2,5.3,59.6,4,7,Loss,-53,2539
11/10/25,Dirty Couch Hockey Club,2780,Jokres,2706,75,57.9,5.3,36.8,2,5,Loss,-76,2704
11/10/25,Jokres,2706,Dirty Couch Hockey Club,2780,-75,36.8,5.3,57.9,5,2,Win,76,2782
11/10/25,Top Cheddar,2926,BSOD,3023,-97,33.8,5.2,61.0,1,5,Loss,-48,2878
11/10/25,BSOD,3023,Top Cheddar,2926,97,61.0,5.2,33.8,5,1,Win,48,3070
11/10/25,Skeletons,3268,DevilFish,3384,-116,31.4,5.0,63.6,4,1,Win,90,3358
11/10/25,DevilFish,3384,Skeletons,3268,116,63.6,5.0,31.4,1,4,Loss,-90,3294
11/10/25,Wranglers,2513,Trash Pandas Garbage Legacy,2307,207,74.7,4.0,21.3,5,1,Win,36,2549
11/10/25,Trash Pandas Garbage Legacy,2307,Wranglers,2513,-207,21.3,4.0,74.7,1,5,Loss,-36,2271
11/10/25,Night Owls,3434,Mighty Mallards,3526,-92,34.5,5.2,60.3,2,1,Win,49,3483
11/10/25,Mighty Mallards,3526,Night Owls,3434,92,60.3,5.2,34.5,1,2,Loss,-49,3477
11/10/25,Coconut Corgis,3597,Maple Bars,3586,11,48.8,5.6,45.6,4,7,Loss,-64,3533
11/10/25,Maple Bars,3586,Coconut Corgis,3597,-11,45.6,5.6,48.8,7,4,Win,64,3650
11/10/25,Schilling Cider,3173,Kraken Up,3303,-130,29.6,4.9,65.5,7,3,Win,99,3272
11/10/25,Kraken Up,3303,Schilling Cider,3173,130,65.5,4.9,29.6,3,7,Loss,-99,3204
11/10/25,Mudflaps,2307,Barrel Aged Brewzers,2452,-145,27.9,4.7,67.4,5,11,Loss,-44,2262
11/10/25,Barrel Aged Brewzers,2452,Mudflaps,2307,145,67.4,4.7,27.9,11,5,Win,44,2496
11/10/25,Not Sure 5A,3004,Hooligans,3194,-191,22.9,4.2,72.9,2,9,Loss,-39,2965
11/10/25,Hooligans,3194,Not Sure 5A,3004,191,72.9,4.2,22.9,9,2,Win,39,3233
11/10/25,Flying Monkeys,2458,Brewzers OGB,2850,-392,8.5,1.9,89.6,2,2,Tie,31,2489
11/10/25,Brewzers OGB,2850,Flying Monkeys,2458,392,89.6,1.9,8.5,2,2,Tie,-31,2819
11/10/25,Roughnecks - Game Theory,2977,Renegades,3004,-27,43.4,5.6,51.1,3,1,Win,64,3041
11/10/25,Renegades,3004,Roughnecks - Game Theory,2977,27,51.1,5.6,43.4,1,3,Loss,-64,2941
11/10/25,Highlanders,2649,Monarchs 5D,2745,-95,34.0,5.2,60.8,5,5,Tie,12,2661
11/10/25,Monarchs 5D,2745,Highlanders,2649,95,60.8,5.2,34.0,5,5,Tie,-12,2733
11/10/25,Trash Pandas 5B,2962,Dumpster Fire,3059,-97,33.8,5.2,61.0,2,2,Tie,12,2974
11/10/25,Dumpster Fire,3059,Trash Pandas 5B,2962,97,61.0,5.2,33.8,2,2,Tie,-12,3047
11/11/25,Steelhead,3394,Skateful Dead,3522,-128,29.9,4.9,65.2,3,5,Loss,-34,3361
11/11/25,Skateful Dead,3522,Steelhead,3394,128,65.2,4.9,29.9,5,3,Win,34,3556
11/11/25,PussyCats,2836,Midnight Twist,2810,26,51.0,5.6,43.4,5,2,Win,64,2901
11/11/25,Midnight Twist,2810,PussyCats,2836,-26,43.4,5.6,51.0,2,5,Loss,-64,2746
11/11/25,Breakers,3586,Booze Hounds,3599,-13,45.3,5.6,49.1,4,1,Win,72,3658
11/11/25,Booze Hounds,3599,Breakers,3586,13,49.1,5.6,45.3,1,4,Loss,-72,3527
11/11/25,Moose Knuckle,3097,Ice-O-Topes,2887,210,75.0,4.0,21.0,5,1,Win,35,3132
11/11/25,Ice-O-Topes,2887,Moose Knuckle,3097,-210,21.0,4.0,75.0,1,5,Loss,-35,2852
11/12/25,Mavericks,4345,Koronis Motors,4004,341,86.5,2.4,11.1,0,4,Loss,-122,4224
11/12/25,Koronis Motors,4004,Mavericks,4345,-341,11.1,2.4,86.5,4,0,Win,122,4126
11/12/25,Bar Down Transportation,4048,The Herd,3827,222,76.3,3.8,19.9,4,11,Loss,-129,3920
11/12/25,The Herd,3827,Bar Down Transportation,4048,-222,19.9,3.8,76.3,11,4,Win,129,3955
11/12/25,MMHC,3669,Shockers,3535,134,66.0,4.8,29.2,6,2,Win,48,3716
11/12/25,Shockers,3535,MMHC,3669,-134,29.2,4.8,66.0,2,6,Loss,-48,3487
11/12/25,Wolves,3344,Dead Rabbits,3116,228,76.9,3.7,19.4,7,4,Win,30,3374
11/12/25,Dead Rabbits,3116,Wolves,3344,-228,19.4,3.7,76.9,4,7,Loss,-30,3086
11/12/25,Puget Sound Pigeons,3990,Red Dog,4153,-163,25.9,4.5,69.6,1,9,Loss,-46,3944
11/12/25,Red Dog,4153,Puget Sound Pigeons,3990,163,69.6,4.5,25.9,9,1,Win,46,4199
11/12/25,LLUA,3435,Edible Arrangements,3317,119,63.9,5.0,31.1,8,4,Win,51,3486
11/12/25,Edible Arrangements,3317,LLUA,3435,-119,31.1,5.0,63.9,4,8,Loss,-51,3266
11/12/25,Greasy Weasels,3210,Buck Wild,3468,-258,16.8,3.4,79.9,3,4,Loss,-13,3198
11/12/25,Buck Wild,3468,Greasy Weasels,3210,258,79.9,3.4,16.8,4,3,Win,13,3481
11/12/25,Goal Diggers,3542,Chinooks,3603,-60,38.7,5.4,55.9,4,5,Loss,-29,3513
11/12/25,Chinooks,3603,Goal Diggers,3542,60,55.9,5.4,38.7,5,4,Win,29,3632
11/13/25,ALTP,4485,NW Stars,4306,178,71.4,4.4,24.2,4,5,Loss,-54,4431
