,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type,Game_ID,Away ELO Prior,Away EA,Away ELO Posterior,Away Delta,Home ELO Prior,Home EA,Home ELO Posterior,Home Delta
368,10/26/25,Rainier Reindeers HC-9,3,Fighting Clams,7,Division 9B,Division 9A,REG,10/26/25_Rainier Reindeers HC-9_@_Fighting Clams,1374,25.2,1342,-32,1563,74.8,1596,33
369,10/26/25,Reapers,2,Dumpster Fire,7,Division 5B,Division 5A,REG,10/26/25_Reapers_@_Dumpster Fire,2906,46.4,2841,-65,2931,53.6,2997,66
370,10/26/25,Seals 5D,3,Black Katz,0,Division 5D,Division 5D,REG,10/26/25_Seals 5D_@_Black Katz,2837,59.7,2893,56,2769,40.3,2712,-57
371,10/26/25,Khaos,1,Gremlins Hockey,4,Division 9A,Division 9A,REG,10/26/25_Khaos_@_Gremlins Hockey,1448,44.2,1394,-54,1488,55.8,1543,55
372,10/26/25,Yacht Flippers,2,Blackbirds,4,Division 9A,Division 9A,REG,10/26/25_Yacht Flippers_@_Blackbirds,1335,14.2,1320,-15,1647,85.8,1661,14
373,10/27/25,Maple Bars,6,Goal Diggers,5,Division 4A,Division 4A,REG,10/27/25_Maple Bars_@_Goal Diggers,3552,57.2,3587,35,3502,42.8,3468,-34
374,10/27/25,Brewzers OGB,2,Midnight Twist,1,Division 6A,Division 6A,REG,10/27/25_Brewzers OGB_@_Midnight Twist,2780,41.1,2827,47,2843,58.9,2797,-46
375,10/27/25,Puckbuddies,6,Booze Hounds,5,Division 3B,Division 3B,REG,10/27/25_Puckbuddies_@_Booze Hounds,3635,43.7,3679,44,3679,56.3,3635,-44
376,10/27/25,Fossils,1,PussyCats,9,Division 6A,Division 6A,REG,10/27/25_Fossils_@_PussyCats,2698,49.6,2615,-83,2701,50.4,2785,84
377,10/27/25,Bombers,6,Breakers,2,Division 3B,Division 3B,REG,10/27/25_Bombers_@_Breakers,3746,53.0,3816,70,3725,47.0,3655,-70
378,10/27/25,Coconut Corgis,3,Steelhead,1,Division 4A,Division 4A,REG,10/27/25_Coconut Corgis_@_Steelhead,3549,53.7,3605,56,3524,46.3,3469,-55
379,10/27/25,Ice-O-Topes,0,Hooligans,5,Division 5A,Division 4C,REG,10/27/25_Ice-O-Topes_@_Hooligans,2991,40.7,2934,-57,3056,59.3,3113,57
380,10/27/25,Lumberjacks,12,Highlanders,1,Division 5D,Division 5D,REG,10/27/25_Lumberjacks_@_Highlanders,2782,48.3,2895,113,2794,51.7,2682,-112
381,10/27/25,Edible Arrangements,5,Skeletons,2,Division 4C,Division 4C,REG,10/27/25_Edible Arrangements_@_Skeletons,3392,69.2,3436,44,3251,30.8,3208,-43
382,10/27/25,Wolves,8,Not Sure 5A,4,Division 4C,Division 5A,REG,10/27/25_Wolves_@_Not Sure 5A,3408,83.8,3433,25,3123,16.2,3098,-25
383,10/28/25,Red Dog,8,Pheasants,4,Division 2A+2B,Division 2A+2B,REG,10/28/25_Red Dog_@_Pheasants,4034,71.0,4078,44,3879,29.0,3835,-44
384,10/28/25,The Herd,3,Koronis Motors,5,Division 3A,Division 2A+2B,REG,10/28/25_The Herd_@_Koronis Motors,3913,36.3,3875,-38,4011,63.7,4049,38
385,10/28/25,DevilFish,3,LLUA,4,Division 4C,Division 4C,REG,10/28/25_DevilFish_@_LLUA,3298,48.1,3264,-34,3312,51.9,3346,34
386,10/28/25,Dead Rabbits,6,Top Cheddar,4,Division 4C,Division 5A,REG,10/28/25_Dead Rabbits_@_Top Cheddar,3158,85.5,3176,18,2849,14.5,2831,-18
387,10/29/25,Chiefs,3,The Brigade,6,Division 2A+2B,Division 2A+2B,REG,10/29/25_Chiefs_@_The Brigade,4174,59.6,4100,-74,4107,40.4,4182,75
388,10/29/25,Shockers,6,Sabercats,6,Division 3B,Division 3B,REG,10/29/25_Shockers_@_Sabercats,3491,31.2,3507,16,3629,68.8,3613,-16
389,10/29/25,Mighty Mallards,6,Schilling Cider,2,Division 4B,Division 4B,REG,10/29/25_Mighty Mallards_@_Schilling Cider,3436,64.4,3490,54,3333,35.6,3280,-53
390,10/29/25,Moose Knuckle,3,BSOD,3,Division 4C,Division 4C,REG,10/29/25_Moose Knuckle_@_BSOD,3200,80.4,3179,-21,2955,19.6,2976,21
391,10/29/25,Puget Sound Pigeons,3,Bar Down Transportation,6,Division 3A,Division 3A,REG,10/29/25_Puget Sound Pigeons_@_Bar Down Transportation,4023,64.2,3942,-81,3921,35.8,4002,81
392,10/29/25,Buck Wild,5,Kraken Up,5,Division 4B,Division 4B,REG,10/29/25_Buck Wild_@_Kraken Up,3431,64.1,3423,-8,3330,35.9,3339,9
393,10/30/25,Falcons,6,ALTP,7,Division 1A,Division 1A,REG,10/30/25_Falcons_@_ALTP,4500,61.8,4456,-44,4416,38.2,4461,45
394,10/30/25,Mavericks,7,The Mighty Geoducks,3,Division 2A+2B,Division 2A+2B,REG,10/30/25_Mavericks_@_The Mighty Geoducks,4234,46.5,4313,79,4258,53.5,4179,-79
395,10/30/25,Seattle Supernova,3,ESB,1,Division 1A,Division 1A,REG,10/30/25_Seattle Supernova_@_ESB,4406,80.0,4430,24,4165,20.0,4140,-25
396,10/30/25,Mustangs,2,NW Stars,4,Division 1A,Division 1A,REG,10/30/25_Mustangs_@_NW Stars,4228,59.9,4164,-64,4158,40.1,4222,64
397,10/30/25,Pull Tab Bandits,4,Northwest Crabs,8,Division 2A+2B,Division 2A+2B,REG,10/30/25_Pull Tab Bandits_@_Northwest Crabs,4062,48.8,3997,-65,4070,51.2,4135,65
398,10/30/25,Skateful Dead,8,Chinooks,5,Division 4A,Division 4A,REG,10/30/25_Skateful Dead_@_Chinooks,3400,13.9,3515,115,3717,86.1,3602,-115
399,10/30/25,Eagles,11,Rhinos,4,Division 3A,Division 3A,REG,10/30/25_Eagles_@_Rhinos,3902,52.2,3988,86,3887,47.8,3802,-85
400,10/30/25,Greasy Weasels,2,Night Owls,3,Division 4B,Division 4B,REG,10/30/25_Greasy Weasels_@_Night Owls,3111,11.1,3103,-8,3472,88.9,3480,8
401,10/30/25,MMHC,2,Sasquatch,9,Division 3B,Division 3B,REG,10/30/25_MMHC_@_Sasquatch,3758,76.3,3633,-125,3555,23.7,3680,125
402,11/01/25,Hungry Hatchlings,3,Toe Dragons,1,Division 8B,Division 8B,REG,11/01/25_Hungry Hatchlings_@_Toe Dragons,1654,36.0,1728,74,1754,64.0,1679,-75
403,11/01/25,Blackouts,1,Sockeyes Div 8,1,Division 8A,Division 8A,REG,11/01/25_Blackouts_@_Sockeyes Div 8,1832,70.6,1818,-14,1680,29.4,1694,14
404,11/02/25,Blackbirds,4,Rainier Reindeers HC-9,1,Division 9A,Division 9B,REG,11/02/25_Blackbirds_@_Rainier Reindeers HC-9,1661,86.3,1681,20,1342,13.7,1322,-20
405,11/02/25,Seattle Dogs,4,Iced Awesome,2,Division 7C,Division 7B,REG,11/02/25_Seattle Dogs_@_Iced Awesome,1807,20.1,1899,92,2046,79.9,1954,-92
406,11/02/25,Monarchs 6C,4,Chucklepucks,2,Division 6C,Division 7A,REG,11/02/25_Monarchs 6C_@_Chucklepucks,2481,86.6,2497,16,2156,13.4,2140,-16
407,11/02/25,Real Bacon,3,Hackers,5,Division 6C,Division 6C,REG,11/02/25_Real Bacon_@_Hackers,2387,51.1,2333,-54,2380,48.9,2434,54
408,11/02/25,Khaos,4,Yacht Flippers,5,Division 9A,Division 9A,REG,11/02/25_Khaos_@_Yacht Flippers,1394,60.4,1350,-44,1320,39.6,1364,44
409,11/02/25,Scrooge McPuck,4,Spittin'' Llamas,4,Division 8A,Division 8A,REG,11/02/25_Scrooge McPuck_@_Spittin'' Llamas,1601,37.2,1612,11,1692,62.8,1680,-12
410,11/02/25,Frozen Assets,1,Orange Crush,1,Division 9A,Division 9B,REG,11/02/25_Frozen Assets_@_Orange Crush,1436,67.9,1424,-12,1306,32.1,1317,11
411,11/02/25,Honey Badgers,5,Coyotes,4,Division 6C,Division 6C,REG,11/02/25_Honey Badgers_@_Coyotes,2424,21.8,2484,60,2645,78.2,2585,-60
412,11/02/25,Quacken,3,BLU Bombers,5,Division 7C,Division 7C,REG,11/02/25_Quacken_@_BLU Bombers,1801,20.2,1781,-20,2040,79.8,2061,21
413,11/02/25,Gremlins Hockey,3,Fighting Clams,4,Division 9A,Division 9A,REG,11/02/25_Gremlins Hockey_@_Fighting Clams,1543,42.4,1513,-30,1596,57.6,1626,30
414,11/02/25,Seattle Freeze,4,Blades,0,Division 7A,Division 6D,REG,11/02/25_Seattle Freeze_@_Blades,2375,28.4,2479,104,2535,71.6,2431,-104
415,11/02/25,Mudflaps,3,Greenhorns,4,Division 6D,Division 6C,REG,11/02/25_Mudflaps_@_Greenhorns,2319,18.0,2307,-12,2583,82.0,2595,12
416,11/02/25,Mighty Moose,6,Beer Dragons,2,Division 9B,Division 9B,REG,11/02/25_Mighty Moose_@_Beer Dragons,1268,75.4,1305,37,1073,24.6,1035,-38
417,11/02/25,Pond Pigeons,2,Los Tigres,4,Division 7C,Division 7C,REG,11/02/25_Pond Pigeons_@_Los Tigres,1805,46.7,1755,-50,1827,53.3,1877,50
418,11/02/25,Lumberjacks,7,Monarchs 5D,1,Division 5D,Division 5D,REG,11/02/25_Lumberjacks_@_Monarchs 5D,2895,62.0,2959,64,2809,38.0,2745,-64
419,11/02/25,Seattle Slapshots,1,SEA Cucumbers,4,Division 8B,Division 8B,REG,11/02/25_Seattle Slapshots_@_SEA Cucumbers,1632,40.6,1582,-50,1698,59.4,1748,50
420,11/02/25,Spicy Kittens,16,Purple Puck Eaters,1,Division 9B,Division 9B,REG,11/02/25_Spicy Kittens_@_Purple Puck Eaters,1422,90.6,1447,25,1029,9.4,1003,-26
421,11/02/25,Doom Clouds,10,Golden Mules,5,Division 10A,Division 10A,REG,11/02/25_Doom Clouds_@_Golden Mules,908,75.4,948,40,714,24.6,674,-40
422,11/02/25,Cascadians HC,9,Seals Lower,2,Division 7A,Division 7A,REG,11/02/25_Cascadians HC_@_Seals Lower,2284,47.6,2378,94,2301,52.4,2208,-93
423,11/02/25,Not Sure 7A,0,Trash Pandas 7 Landis,5,Division 7A,Division 7A,REG,11/02/25_Not Sure 7A_@_Trash Pandas 7 Landis,2279,69.2,2178,-101,2138,30.8,2238,100
424,11/02/25,Jokres,6,Mighty Boosh,2,Division 6B,Division 6B,REG,11/02/25_Jokres_@_Mighty Boosh,2662,70.9,2706,44,2507,29.1,2463,-44
425,11/02/25,Hampton West Hockey Club,1,Fluffy Bunnies,3,Division 7B,Division 7B,REG,11/02/25_Hampton West Hockey Club_@_Fluffy Bunnies,2204,70.7,2127,-77,2050,29.3,2127,77
426,11/02/25,Orcas,3,Glow Sticks,4,Division 8A,Division 8A,REG,11/02/25_Orcas_@_Glow Sticks,1857,55.1,1818,-39,1822,44.9,1861,39
427,11/02/25,Tropical Punchers,1,Purple Reign,8,Division 9B,Division 9B,REG,11/02/25_Tropical Punchers_@_Purple Reign,1141,50.3,1061,-80,1140,49.7,1220,80
428,11/02/25,Flying Monkeys,2,Midnight Twist,4,Division 6A,Division 6A,REG,11/02/25_Flying Monkeys_@_Midnight Twist,2472,13.3,2458,-14,2797,86.7,2810,13
429,11/02/25,Rainiers,2,Seal Team Sticks,1,Division 8B,Division 8B,REG,11/02/25_Rainiers_@_Seal Team Sticks,1574,13.8,1640,66,1893,86.2,1827,-66
430,11/02/25,Red Zeppelin,2,Ice Breakers,1,Division 10A,Division 10A,REG,11/02/25_Red Zeppelin_@_Ice Breakers,940,44.0,984,44,982,56.0,938,-44
431,11/02/25,Roughnecks Mobile Infantry,2,Bandits,4,Division 7B,Division 7B,REG,11/02/25_Roughnecks Mobile Infantry_@_Bandits,1994,51.3,1939,-55,1985,48.7,2039,54
432,11/02/25,LKI,4,Birrds,3,Division 7C,Division 7B,REG,11/02/25_LKI_@_Birrds,1785,15.7,1849,64,2076,84.3,2012,-64
433,11/03/25,Renegades,3,Gamblers,5,Division 5B,Division 5C,REG,11/03/25_Renegades_@_Gamblers,3049,42.9,3004,-45,3099,57.1,3144,45
434,11/03/25,Edible Arrangements,2,DevilFish,9,Division 4C,Division 4C,REG,11/03/25_Edible Arrangements_@_DevilFish,3436,72.8,3317,-119,3264,27.2,3384,120
435,11/03/25,Squids,4,PussyCats,7,Division 6A,Division 6A,REG,11/03/25_Squids_@_PussyCats,2730,42.2,2678,-52,2785,57.8,2836,51
436,11/03/25,Trash Pandas Garbage Legacy,4,Barrel Aged Brewzers,4,Division 6D,Division 6D,REG,11/03/25_Trash Pandas Garbage Legacy_@_Barrel Aged Brewzers,2287,25.6,2307,20,2472,74.4,2452,-20
437,11/03/25,Stingers,2,Dumpster Fire,6,Division 5C,Division 5A,REG,11/03/25_Stingers_@_Dumpster Fire,2977,47.2,2915,-62,2997,52.8,3059,62
438,11/03/25,Raiders,2,Wranglers,9,Division 6D,Division 6D,REG,11/03/25_Raiders_@_Wranglers,2362,36.9,2304,-58,2455,63.1,2513,58
439,11/03/25,Icemen,0,Dumb Pucks,8,Division 6B,Division 6B,REG,11/03/25_Icemen_@_Dumb Pucks,2443,34.3,2387,-56,2556,65.7,2613,57
440,11/03/25,Highlanders,2,Black Katz,3,Division 5D,Division 5D,REG,11/03/25_Highlanders_@_Black Katz,2682,45.6,2649,-33,2712,54.4,2744,32
441,11/03/25,Dirty Couch Hockey Club,6,Rainier Reindeer HC-6B,2,Division 6B,Division 6B,REG,11/03/25_Dirty Couch Hockey Club_@_Rainier Reindeer HC-6B,2698,43.8,2780,82,2741,56.2,2658,-83
442,11/03/25,Reapers,2,Roughnecks - Game Theory,6,Division 5B,Division 5A,REG,11/03/25_Reapers_@_Roughnecks - Game Theory,2841,37.7,2791,-50,2928,62.3,2977,49
443,11/03/25,Seagulls,1,Piranhas,4,Division 5B,Division 5C,REG,11/03/25_Seagulls_@_Piranhas,2931,61.0,2855,-76,2853,39.0,2930,77
444,11/03/25,Alpuckas,2,Seals 5D,4,Division 5D,Division 5D,REG,11/03/25_Alpuckas_@_Seals 5D,2874,47.3,2824,-50,2893,52.7,2943,50
445,11/03/25,Ice-O-Topes,2,BSOD,4,Division 5A,Division 4C,REG,11/03/25_Ice-O-Topes_@_BSOD,2934,43.9,2887,-47,2976,56.1,3023,47
446,11/04/25,Fossils,5,Brewzers OGB,7,Division 6A,Division 6A,REG,11/04/25_Fossils_@_Brewzers OGB,2615,22.8,2592,-23,2827,77.2,2850,23
447,11/04/25,Top Cheddar,5,Not Sure 5A,3,Division 5A,Division 5A,REG,11/04/25_Top Cheddar_@_Not Sure 5A,2831,17.7,2926,95,3098,82.3,3004,-94
448,11/04/25,Buck Wild,3,Night Owls,2,Division 4B,Division 4B,REG,11/04/25_Buck Wild_@_Night Owls,3423,41.9,3468,45,3480,58.1,3434,-46
449,11/04/25,Yetis,6,Bullets,3,Division 5C,Division 5C,REG,11/04/25_Yetis_@_Bullets,3023,64.0,3074,51,2924,36.0,2873,-51
450,11/04/25,WKUP-5,5,Trash Pandas 5B,0,Division 5B,Division 5B,REG,11/04/25_WKUP-5_@_Trash Pandas 5B,3059,53.3,3134,75,3037,46.7,2962,-75
451,11/04/25,Shockers,3,Bombers,3,Division 3B,Division 3B,REG,11/04/25_Shockers_@_Bombers,3507,14.4,3535,28,3816,85.6,3788,-28
452,11/05/25,Hooligans,4,Moose Knuckle,1,Division 4C,Division 4C,REG,11/05/25_Hooligans_@_Moose Knuckle,3113,40.6,3194,81,3179,59.4,3097,-82
453,11/05/25,Booze Hounds,5,MMHC,6,Division 3B,Division 3B,REG,11/05/25_Booze Hounds_@_MMHC,3635,50.3,3599,-36,3633,49.7,3669,36
454,11/05/25,Pheasants,5,Pull Tab Bandits,6,Division 2A+2B,Division 2A+2B,REG,11/05/25_Pheasants_@_Pull Tab Bandits,3835,28.2,3815,-20,3997,71.8,4016,19
455,11/05/25,Dead Rabbits,4,Skeletons,8,Division 4C,Division 4C,REG,11/05/25_Dead Rabbits_@_Skeletons,3176,45.4,3116,-60,3208,54.6,3268,60
456,11/05/25,Coconut Corgis,4,Skateful Dead,4,Division 4A,Division 4A,REG,11/05/25_Coconut Corgis_@_Skateful Dead,3605,62.7,3597,-8,3515,37.3,3522,7
457,11/05/25,Sasquatch,6,Sabercats,3,Division 3B,Division 3B,REG,11/05/25_Sasquatch_@_Sabercats,3680,59.6,3737,57,3613,40.4,3556,-57
458,11/05/25,Puckbuddies,9,Breakers,5,Division 3B,Division 3B,REG,11/05/25_Puckbuddies_@_Breakers,3679,53.5,3749,70,3655,46.5,3586,-69
459,11/05/25,Schilling Cider,0,Greasy Weasels,5,Division 4B,Division 4B,REG,11/05/25_Schilling Cider_@_Greasy Weasels,3280,73.4,3173,-107,3103,26.6,3210,107
460,11/05/25,Puget Sound Pigeons,5,The Herd,3,Division 3A,Division 3A,REG,11/05/25_Puget Sound Pigeons_@_The Herd,3942,59.4,3990,48,3875,40.6,3827,-48
461,11/05/25,Bar Down Transportation,10,Rhinos,2,Division 3A,Division 3A,REG,11/05/25_Bar Down Transportation_@_Rhinos,4002,75.9,4048,46,3802,24.1,3755,-47
462,11/06/25,Mighty Mallards,5,Kraken Up,3,Division 4B,Division 4B,REG,11/06/25_Mighty Mallards_@_Kraken Up,3490,70.4,3526,36,3339,29.6,3303,-36
463,11/06/25,Chinooks,3,Maple Bars,3,Division 4A,Division 4A,REG,11/06/25_Chinooks_@_Maple Bars,3602,52.3,3603,1,3587,47.7,3586,-1
464,11/06/25,Wolves,3,LLUA,8,Division 4C,Division 4C,REG,11/06/25_Wolves_@_LLUA,3433,62.4,3344,-89,3346,37.6,3435,89
465,11/06/25,The Brigade,4,Koronis Motors,1,Division 2A+2B,Division 2A+2B,REG,11/06/25_The Brigade_@_Koronis Motors,4182,68.2,4226,44,4049,31.8,4004,-45
466,11/06/25,Red Dog,7,The Mighty Geoducks,5,Division 2A+2B,Division 2A+2B,REG,11/06/25_Red Dog_@_The Mighty Geoducks,4078,35.8,4153,75,4179,64.2,4104,-75
467,11/06/25,Northwest Crabs,12,Eagles,2,Division 2A+2B,Division 3A,REG,11/06/25_Northwest Crabs_@_Eagles,4135,70.0,4199,64,3988,30.0,3924,-64
468,11/06/25,Goal Diggers,6,Steelhead,2,Division 4A,Division 4A,REG,11/06/25_Goal Diggers_@_Steelhead,3468,49.9,3542,74,3469,50.1,3394,-75
469,11/06/25,Mavericks,5,Chiefs,2,Division 2A+2B,Division 2A+2B,REG,11/06/25_Mavericks_@_Chiefs,4313,77.4,4345,32,4100,22.6,4067,-33
470,11/06/25,Mustangs,0,Falcons,1,Division 1A,Division 1A,REG,11/06/25_Mustangs_@_Falcons,4164,15.7,4153,-11,4456,84.3,4466,10
471,11/06/25,ALTP,6,ESB,0,Division 1A,Division 1A,REG,11/06/25_ALTP_@_ESB,4461,86.4,4485,24,4140,13.6,4116,-24
472,11/06/25,Seattle Supernova,3,NW Stars,5,Division 1A,Division 1A,REG,11/06/25_Seattle Supernova_@_NW Stars,4430,76.8,4346,-84,4222,23.2,4306,84
473,11/08/25,Blades,6,Raiders,3,Division 6D,Division 6D,REG,11/08/25_Blades_@_Raiders,2431,67.5,2477,46,2304,32.5,2258,-46
474,11/08/25,Glow Sticks,4,Spittin'' Llamas,4,Division 8A,Division 8A,REG,11/08/25_Glow Sticks_@_Spittin'' Llamas,1861,73.9,1845,-16,1680,26.1,1696,16
475,11/09/25,Red Zeppelin,11,Golden Mules,1,Division 10A,Division 10A,REG,11/09/25_Red Zeppelin_@_Golden Mules,984,85.7,1015,31,674,14.3,643,-31
476,11/09/25,Piranhas,4,Gamblers,2,Division 5C,Division 5C,REG,11/09/25_Piranhas_@_Gamblers,2930,22.5,3019,89,3144,77.5,3055,-89
477,11/09/25,Doom Clouds,4,Ice Breakers,5,Division 10A,Division 10A,REG,11/09/25_Doom Clouds_@_Ice Breakers,948,51.5,912,-36,938,48.5,974,36
478,11/09/25,Blackouts,4,Scrooge McPuck,5,Division 8A,Division 8A,REG,11/09/25_Blackouts_@_Scrooge McPuck,1818,76.6,1762,-56,1612,23.4,1668,56
479,11/09/25,SEA Cucumbers,1,Toe Dragons,3,Division 8B,Division 8B,REG,11/09/25_SEA Cucumbers_@_Toe Dragons,1748,59.9,1684,-64,1679,40.1,1743,64
480,11/09/25,Stingers,6,Yetis,7,Division 5C,Division 5C,REG,11/09/25_Stingers_@_Yetis,2915,28.5,2895,-20,3074,71.5,3094,20
481,11/09/25,Orange Crush,2,Tropical Punchers,2,Division 9B,Division 9B,REG,11/09/25_Orange Crush_@_Tropical Punchers,1317,81.4,1295,-22,1061,18.6,1084,23
482,11/09/25,Bullets,4,WKUP-5,4,Division 5C,Division 5B,REG,11/09/25_Bullets_@_WKUP-5,2873,18.2,2898,25,3134,81.8,3109,-25
483,11/09/25,Seattle Slapshots,3,Seal Team Sticks,3,Division 8B,Division 8B,REG,11/09/25_Seattle Slapshots_@_Seal Team Sticks,1582,19.7,1607,25,1827,80.3,1803,-24
484,11/09/25,Chucklepucks,1,Seals Lower,6,Division 7A,Division 7A,REG,11/09/25_Chucklepucks_@_Seals Lower,2140,40.3,2083,-57,2208,59.7,2265,57
485,11/09/25,Orcas,3,Sockeyes Div 8,2,Division 8A,Division 8A,REG,11/09/25_Orcas_@_Sockeyes Div 8,1818,67.2,1845,27,1694,32.8,1667,-27
486,11/09/25,Seagulls,3,Reapers,3,Division 5B,Division 5B,REG,11/09/25_Seagulls_@_Reapers,2855,59.0,2850,-5,2791,41.0,2796,5
487,11/09/25,Trash Pandas 7 Landis,5,Seattle Freeze,3,Division 7A,Division 7A,REG,11/09/25_Trash Pandas 7 Landis_@_Seattle Freeze,2238,20.0,2330,92,2479,80.0,2387,-92
488,11/09/25,Bandits,1,Iced Awesome,4,Division 7B,Division 7B,REG,11/09/25_Bandits_@_Iced Awesome,2039,62.0,1962,-77,1954,38.0,2032,78
489,11/09/25,Los Tigres,5,Seattle Dogs,2,Division 7C,Division 7C,REG,11/09/25_Los Tigres_@_Seattle Dogs,1877,46.9,1950,73,1899,53.1,1825,-74
490,11/09/25,Black Katz,2,Seals 5D,7,Division 5D,Division 5D,REG,11/09/25_Black Katz_@_Seals 5D,2744,24.1,2711,-33,2943,75.9,2977,34
491,11/09/25,Alpuckas,3,Lumberjacks,5,Division 5D,Division 5D,REG,11/09/25_Alpuckas_@_Lumberjacks,2824,31.5,2792,-32,2959,68.5,2992,33
492,11/09/25,Coyotes,5,Hackers,7,Division 6C,Division 6C,REG,11/09/25_Coyotes_@_Hackers,2585,70.5,2509,-76,2434,29.5,2511,77
493,11/09/25,Rainiers,1,Hungry Hatchlings,3,Division 8B,Division 8B,REG,11/09/25_Rainiers_@_Hungry Hatchlings,1640,37.5,1600,-40,1728,62.5,1768,40
494,11/09/25,Hampton West Hockey Club,3,Roughnecks Mobile Infantry,0,Division 7B,Division 7B,REG,11/09/25_Hampton West Hockey Club_@_Roughnecks Mobile Infantry,2127,74.6,2163,36,1939,25.4,1903,-36
495,11/09/25,Purple Reign,7,Purple Puck Eaters,0,Division 9B,Division 9B,REG,11/09/25_Purple Reign_@_Purple Puck Eaters,1220,77.7,1261,41,1003,22.3,962,-41
496,11/09/25,Fluffy Bunnies,2,Birrds,5,Division 7B,Division 7B,REG,11/09/25_Fluffy Bunnies_@_Birrds,2127,66.0,2044,-83,2012,34.0,2095,83
497,11/09/25,LKI,2,Quacken,3,Division 7C,Division 7C,REG,11/09/25_LKI_@_Quacken,1849,59.7,1806,-43,1781,40.3,1823,42
498,11/09/25,Monarchs 6C,4,Greenhorns,3,Division 6C,Division 6C,REG,11/09/25_Monarchs 6C_@_Greenhorns,2497,36.3,2547,50,2595,63.7,2545,-50
499,11/09/25,Blackbirds,6,Khaos,1,Division 9A,Division 9A,REG,11/09/25_Blackbirds_@_Khaos,1681,87.0,1702,21,1350,13.0,1329,-21
500,11/09/25,Not Sure 7A,3,Cascadians HC,4,Division 7A,Division 7A,REG,11/09/25_Not Sure 7A_@_Cascadians HC,2178,24.1,2162,-16,2378,75.9,2394,16
501,11/09/25,BLU Bombers,1,Pond Pigeons,2,Division 7C,Division 7C,REG,11/09/25_BLU Bombers_@_Pond Pigeons,2061,85.3,1998,-63,1755,14.7,1818,63
502,11/09/25,Honey Badgers,3,Real Bacon,4,Division 6C,Division 6C,REG,11/09/25_Honey Badgers_@_Real Bacon,2484,70.4,2433,-51,2333,29.6,2384,51
503,11/09/25,Icemen,3,Rainier Reindeer HC-6B,3,Division 6B,Division 6B,REG,11/09/25_Icemen_@_Rainier Reindeer HC-6B,2387,17.4,2412,25,2658,82.6,2632,-26
504,11/09/25,Fighting Clams,6,Yacht Flippers,3,Division 9A,Division 9A,REG,11/09/25_Fighting Clams_@_Yacht Flippers,1626,81.9,1652,26,1364,18.1,1338,-26
505,11/09/25,Gremlins Hockey,2,Rainier Reindeers HC-9,1,Division 9A,Division 9B,REG,11/09/25_Gremlins Hockey_@_Rainier Reindeers HC-9,1513,75.0,1533,20,1322,25.0,1302,-20
506,11/09/25,Spicy Kittens,0,Mighty Moose,2,Division 9B,Division 9B,REG,11/09/25_Spicy Kittens_@_Mighty Moose,1447,69.4,1372,-75,1305,30.6,1380,75
507,11/09/25,Dumb Pucks,6,Mighty Boosh,4,Division 6B,Division 6B,REG,11/09/25_Dumb Pucks_@_Mighty Boosh,2613,70.4,2649,36,2463,29.6,2427,-36
508,11/09/25,Frozen Assets,4,Beer Dragons,0,Division 9A,Division 9B,REG,11/09/25_Frozen Assets_@_Beer Dragons,1424,90.4,1439,15,1035,9.6,1020,-15
509,11/10/25,Squids,7,Fossils,4,Division 6A,Division 6A,REG,11/10/25_Squids_@_Fossils,2678,62.2,2731,53,2592,37.8,2539,-53
510,11/10/25,Dirty Couch Hockey Club,2,Jokres,5,Division 6B,Division 6B,REG,11/10/25_Dirty Couch Hockey Club_@_Jokres,2780,60.6,2704,-76,2706,39.4,2782,76
511,11/10/25,Top Cheddar,1,BSOD,5,Division 5A,Division 4C,REG,11/10/25_Top Cheddar_@_BSOD,2926,36.4,2878,-48,3023,63.6,3070,47
512,11/10/25,Skeletons,4,DevilFish,1,Division 4C,Division 4C,REG,11/10/25_Skeletons_@_DevilFish,3268,33.9,3358,90,3384,66.1,3294,-90
513,11/10/25,Wranglers,5,Trash Pandas Garbage Legacy,1,Division 6D,Division 6D,REG,11/10/25_Wranglers_@_Trash Pandas Garbage Legacy,2513,76.7,2549,36,2307,23.3,2271,-36
514,11/10/25,Night Owls,2,Mighty Mallards,1,Division 4B,Division 4B,REG,11/10/25_Night Owls_@_Mighty Mallards,3434,37.1,3483,49,3526,62.9,3477,-49
515,11/10/25,Coconut Corgis,4,Maple Bars,7,Division 4A,Division 4A,REG,11/10/25_Coconut Corgis_@_Maple Bars,3597,51.6,3533,-64,3586,48.4,3650,64
516,11/10/25,Schilling Cider,7,Kraken Up,3,Division 4B,Division 4B,REG,11/10/25_Schilling Cider_@_Kraken Up,3173,32.1,3272,99,3303,67.9,3204,-99
517,11/10/25,Mudflaps,5,Barrel Aged Brewzers,11,Division 6D,Division 6D,REG,11/10/25_Mudflaps_@_Barrel Aged Brewzers,2307,30.2,2262,-45,2452,69.8,2496,44
518,11/10/25,Not Sure 5A,2,Hooligans,9,Division 5A,Division 4C,REG,11/10/25_Not Sure 5A_@_Hooligans,3004,25.0,2965,-39,3194,75.0,3233,39
519,11/10/25,Flying Monkeys,2,Brewzers OGB,2,Division 6A,Division 6A,REG,11/10/25_Flying Monkeys_@_Brewzers OGB,2458,9.5,2489,31,2850,90.5,2819,-31
